rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
344,14804,15349,9371,20691,2026,8283,23192,12865,9093,5440,20791,6237,20556,13035,4449,9005,2069,5387,3175,14687,2031,4840,3994,10001,3894,11077,3597,7877,2785,2849,16660,4861,6072,3938,4156,10397,16356
345,14565,15326,9321,20238,2017,7901,23026,12507,9078,5418,20720,6164,19671,12943,4428,8985,2058,5369,3118,14682,2016,4824,3933,9968,3880,10968,3555,7873,2774,2845,16382,4820,6003,3933,4136,10134,16091
346,14515,15184,9312,19874,2015,7814,22942,12427,9058,5338,20528,5987,19444,12918,4366,8967,2054,5272,3046,14634,2015,4791,3913,9959,3872,10818,3541,7819,2772,2821,16281,4812,5948,3912,4135,10118,15965
347,14353,15095,9291,19781,2008,7814,22925,12424,8988,5215,20478,5900,19401,12868,4340,8932,2000,5212,3034,14481,1998,4769,3845,9956,3862,10796,3537,7785,2762,2815,16263,4757,5925,3912,4055,10074,15946
348,14179,15046,9223,19662,1984,7791,22851,12187,8967,5164,20419,5885,19356,12852,4307,8853,1871,5206,3010,14392,1945,4718,3724,9821,3773,10780,3536,7759,2714,2742,15993,4741,5911,3892,4052,9877,15943
349,14063,14883,9144,19636,1968,7757,22737,12156,8930,5162,20343,5868,19072,12782,4304,8838,1854,5205,2967,14379,1925,4674,3644,9804,3750,10608,3427,7721,2685,2700,15980,4679,5891,3850,4033,9751,15860
350,14018,14878,9143,19624,1920,7727,22122,11961,8880,5061,19867,5863,18923,12742,4296,8834,1849,5106,2869,14330,1912,4596,3626,9776,3732,10562,3349,7690,2678,2676,15386,4670,5855,3834,3987,9679,15205
351,13901,14844,9142,19454,1914,7691,21751,11943,8874,5015,19763,5863,18810,12667,4258,8822,1843,4958,2823,14279,1888,4592,3605,9725,3684,10476,3308,7438,2623,2659,15343,4657,5819,3736,3961,9657,15010
352,13826,14776,9069,19191,1909,7662,21570,11916,8861,5015,19588,5858,18686,12390,4203,8725,1807,4932,2786,14274,1887,4585,3580,9645,3619,10442,3280,7323,2621,2613,14840,4595,5808,3731,3960,9568,14763
353,13817,14582,9061,19186,1891,7628,21563,11827,8843,5007,19494,5719,18276,12351,4201,8622,1761,4911,2785,14128,1852,4585,3562,9541,3594,10290,3219,7322,2609,2612,14760,4587,5791,3706,3879,9558,14541
354,13706,14512,9006,19087,1846,7514,21465,11618,8472,4861,19308,5693,18232,12318,4175,8508,1747,4785,2783,13990,1844,4566,3550,9382,3569,10269,3207,7281,2558,2560,14489,4585,5671,3598,3854,9539,14536
355,13689,14504,8701,18692,1831,7508,21162,11523,8407,4848,19194,5674,17993,12301,4154,8368,1742,4716,2750,13877,1843,4562,3543,9275,3537,10266,3163,7021,2519,2558,14456,4585,5669,3514,3834,9370,14520
356,13667,14282,8602,18371,1812,7423,21055,11042,8396,4840,18849,5453,17855,12189,4136,8247,1740,4674,2721,13824,1824,4511,3532,9255,3421,10195,3162,7014,2519,2535,14161,4585,5624,3405,3819,9344,14462
357,13610,13982,8594,18359,1809,7398,20807,11030,8361,4817,18706,5361,17734,12163,4106,8211,1738,4592,2719,13556,1806,4499,3532,9223,3405,10007,3134,6991,2460,2527,14093,4574,5600,3404,3797,9307,14295
358,13604,13962,8296,18191,1805,7281,20771,10937,8309,4751,18570,5316,17664,12057,4075,8105,1707,4585,2710,13502,1789,4469,3505,9217,3380,9972,3028,6824,2431,2486,14008,4558,5489,3355,3723,9055,14274
359,13593,13588,8255,18085,1804,7260,20383,10846,8290,4716,18308,5250,17602,12005,4028,8083,1704,4585,2612,13260,1747,4446,3467,9012,3353,9901,3021,6801,2417,2377,13929,4529,5410,3343,3666,8946,14208
360,13569,13503,8092,18040,1787,7246,20137,10839,8215,4660,18154,5241,17440,11976,3990,8001,1701,4564,2575,13032,1713,4359,3458,8998,3330,9895,3010,6792,2385,2353,13858,4427,5347,3316,3657,8861,14141
361,13480,13475,8081,18003,1771,7230,20052,10834,8210,4655,18017,5228,17290,11923,3916,7924,1701,4535,2513,13020,1699,4301,3453,8996,3324,9757,2875,6789,2308,2349,13845,4385,5294,3314,3649,8762,14099
362,13333,13472,8053,17978,1741,7186,19732,10720,8195,4635,18007,5071,17252,11866,3887,7923,1693,4493,2412,12765,1680,4294,3446,8877,3291,9721,2875,6690,2305,2311,13824,4366,5288,3302,3598,8575,13992
363,13326,13424,7950,17927,1738,7114,19546,10690,8154,4599,17837,5061,17198,11853,3852,7909,1679,4463,2399,12736,1634,4280,3440,8876,3280,9701,2858,6641,2267,2309,13693,4331,5279,3258,3545,8571,13917
364,13198,13389,7861,17778,1682,7083,19507,10674,8032,4585,17750,5048,17037,11813,3823,7709,1656,4422,2385,12668,1601,4278,3419,8840,3268,9642,2843,6624,2266,2297,13688,4322,5250,3248,3521,8260,13800
365,13041,13365,7850,17775,1671,6952,19460,10662,7948,4563,17734,5047,16637,11786,3687,7669,1527,4413,2368,12554,1574,4246,3386,8817,3225,9503,2838,6558,2204,2263,13673,4292,5248,3119,3469,8184,13697
366,13019,13334,7718,17655,1659,6934,18913,10630,7830,4561,17729,5046,16583,11746,3603,7591,1499,4370,2357,12545,1542,4183,3340,8808,3217,9413,2825,6514,2142,2221,13539,4279,5207,3109,3462,8181,13590
367,12267,13133,7703,17575,1651,6925,18877,10535,7696,4549,17478,5039,16554,11652,3593,7583,1495,4343,2346,12544,1500,4157,3320,8754,3197,9410,2772,6483,2116,2210,13528,4276,5103,3086,3438,8158,13525
368,12075,13080,7371,17342,1650,6912,18842,10523,7586,4427,17259,5011,16491,11643,3582,7582,1495,4235,2343,12137,1487,4154,3264,8669,3191,9197,2738,6461,2110,2161,13495,4178,5088,3078,3434,8116,13492
369,11696,12967,7323,17325,1642,6856,18806,10508,7543,4398,17235,4879,16446,11610,3462,7563,1486,4195,2258,12053,1481,4141,3255,8639,3136,9164,2676,6418,2098,2104,13443,4154,5044,3077,3427,8048,13359
370,11491,12843,7296,17226,1626,6808,18802,10431,7496,4386,17208,4774,16303,11565,3426,7465,1479,4148,2245,12021,1472,4074,3215,8494,3100,8998,2651,6389,2094,2078,13398,4127,4991,3018,3392,8030,13243
371,11470,12800,7090,16730,1615,6765,18195,10299,7486,4379,16893,4738,16259,11473,3384,7402,1439,4127,2235,11984,1467,4074,3181,8448,3095,8987,2638,6328,2089,2063,13318,4071,4983,2997,3384,7939,13192
372,11137,12713,7015,16705,1606,6762,18109,10269,7442,4362,16824,4734,16072,11131,3299,7386,1437,4099,2224,11983,1453,4073,3151,8440,3088,8982,2628,6201,2044,2058,13317,4063,4964,2953,3335,7914,13183
373,11051,12658,6991,16527,1549,6690,17952,10267,7422,4349,16607,4723,16004,11089,3256,7298,1377,4081,2202,11899,1452,4058,3144,8415,3074,8910,2621,6136,2037,2052,13243,4040,4933,2897,3271,7891,13089
374,10847,12604,6957,16470,1406,6610,17885,10184,7307,4194,16494,4716,15757,10864,3255,7253,1366,4075,2177,11820,1448,4057,3124,8395,3022,8838,2614,6119,2008,2042,13083,4028,4932,2885,3271,7844,12946
375,10827,12455,6914,16455,1379,6594,17859,10184,7281,4176,16122,4676,15719,10860,3221,7146,1349,4045,2167,11761,1441,4049,3107,8366,3018,8820,2612,6104,1994,2022,13028,4027,4896,2774,3235,7836,12859
376,10814,12310,6884,16394,1379,6558,17442,10173,7261,4130,16110,4669,15639,10740,3193,7089,1329,4028,2166,11678,1440,4040,3068,8341,2988,8727,2583,6087,1981,1996,12795,4013,4874,2771,3196,7767,12848
377,10774,12275,6789,16371,1375,6474,17312,10144,7241,4120,15972,4655,15453,10666,3170,7028,1323,4028,2106,11665,1438,3989,3045,8311,2940,8678,2543,6047,1969,1993,12752,3962,4866,2760,3176,7757,12819
378,10738,12210,6749,16291,1373,6421,17284,10126,7231,4084,15866,4630,15214,10616,3130,6933,1311,3974,2095,11613,1436,3947,2954,8247,2933,8659,2539,6044,1950,1977,12744,3945,4848,2757,3092,7745,12771
379,10495,12114,6749,16258,1361,6390,17154,10048,7186,4052,15684,4620,14815,10556,3127,6925,1310,3973,2094,11581,1433,3938,2937,8209,2885,8653,2537,6040,1943,1938,12507,3932,4835,2741,3050,7706,12517
380,10438,12080,6627,16256,1351,6386,17141,10034,7141,3991,15607,4600,14704,10508,3109,6913,1288,3950,2037,11536,1423,3896,2878,8084,2867,8650,2518,5979,1919,1919,12395,3912,4822,2711,3027,7588,12456
381,10398,12079,6555,16243,1348,6353,17084,10001,7044,3990,15526,4585,14647,10461,3108,6879,1222,3937,1983,11509,1398,3871,2837,8060,2858,8535,2509,5977,1901,1914,12394,3867,4726,2670,2998,7541,12181
382,10320,12039,6549,16194,1339,6302,16977,9992,7019,3957,15508,4585,14615,10458,3065,6839,1196,3904,1966,11365,1390,3864,2832,8054,2784,8403,2502,5965,1885,1911,12374,3862,4691,2626,2990,7514,11841
383,10262,11993,6516,15980,1317,6259,16939,9921,7003,3890,15485,4585,14396,10420,3058,6699,1183,3859,1937,11316,1378,3726,2821,8049,2668,8232,2499,5955,1884,1885,12368,3853,4645,2619,2978,7506,11719
384,10167,11978,6480,15948,1311,6244,16909,9851,6928,3885,14961,4585,14253,10395,3036,6682,1176,3844,1922,11300,1365,3656,2813,8038,2635,8200,2406,5877,1872,1851,12294,3810,4645,2587,2961,7365,11639
385,9993,11906,6466,15878,1307,6217,16797,9822,6668,3876,14886,4524,14118,10378,2973,6637,1162,3842,1922,11228,1365,3637,2774,8029,2628,8139,2404,5780,1870,1813,12264,3725,4629,2585,2917,7363,11540
386,9880,11770,6454,15864,1297,6209,16481,9810,6629,3829,14696,4515,13967,10265,2969,6627,1162,3834,1903,11129,1361,3626,2743,7822,2626,8115,2384,5754,1862,1791,12229,3654,4621,2570,2833,7264,11525
387,9875,11627,6327,15711,1281,6132,16432,9606,6609,3738,14410,4386,13950,10193,2961,6619,1156,3645,1862,11093,1359,3586,2722,7812,2600,8050,2365,5712,1859,1789,12208,3612,4585,2558,2792,7263,11503
388,9846,11601,6213,15388,1277,6041,16340,9350,6609,3703,14359,4326,13488,10183,2937,6618,1116,3600,1862,11073,1346,3584,2666,7682,2560,7997,2308,5703,1826,1789,12175,3556,4476,2553,2780,7226,11501
389,9815,11496,6199,15317,1267,6038,16243,9285,6595,3700,14342,4297,13318,10121,2852,6599,1103,3596,1851,11051,1343,3572,2662,7678,2520,7900,2296,5694,1821,1784,11928,3543,4455,2501,2769,7093,11366
390,9568,11485,6198,15306,1260,5993,16239,9219,6587,3639,14217,4289,13313,9902,2783,6576,1075,3573,1827,10962,1332,3566,2510,7558,2512,7885,2282,5678,1800,1758,11923,3539,4429,2485,2755,7056,11320
391,9478,11473,6097,15244,1247,5957,16216,9063,6581,3614,14188,4282,13296,9857,2783,6513,1057,3568,1806,10872,1303,3526,2403,7492,2512,7878,2249,5639,1799,1753,11879,3527,4425,2481,2747,6966,11306
392,9454,11234,6022,15126,1217,5871,16182,9034,6569,3601,14154,4227,13271,9506,2771,6490,1046,3561,1803,10658,1299,3506,2402,7462,2476,7867,2245,5637,1799,1731,11859,3523,4419,2467,2716,6953,11297
393,9450,11134,5917,15010,1217,5799,16097,8950,6538,3496,14139,4226,13267,9460,2753,6481,1034,3514,1744,10465,1274,3487,2374,7452,2475,7853,2187,5618,1792,1726,11754,3476,4401,2465,2643,6952,11294
394,9396,11096,5892,14961,1199,5783,16089,8946,6444,3479,13826,4190,13233,9452,2640,6341,1030,3465,1718,10452,1251,3479,2342,7417,2397,7837,2182,5610,1785,1696,11754,3440,4378,2450,2639,6795,11222
395,9356,10566,5859,14881,1178,5713,15868,8741,6408,3478,13810,4175,13204,9428,2632,6332,1026,3455,1711,10435,1244,3453,2280,7404,2383,7780,2173,5598,1776,1674,11700,3413,4374,2434,2629,6781,11220
396,9261,10493,5847,14719,1154,5657,15857,8705,6373,3477,13721,4158,13050,9421,2605,6285,1022,3454,1707,10245,1237,3443,2240,7397,2352,7754,2166,5561,1756,1661,11672,3383,4353,2354,2604,6733,11113
397,9218,10480,5844,14711,1130,5599,15764,8625,6366,3458,13718,4120,12999,9401,2581,6267,1011,3372,1702,10191,1235,3423,2215,7281,2348,7681,2146,5536,1755,1656,11641,3336,4353,2342,2577,6721,11076
398,9205,10476,5803,14700,1127,5564,15725,8601,6281,3446,13705,4106,12814,9380,2576,6237,999,3358,1698,10170,1231,3414,2183,7220,2314,7651,2134,5441,1749,1626,11600,3288,4342,2321,2565,6705,10916
399,9122,10340,5790,14271,1124,5546,15567,8459,6270,3420,13659,4087,12784,9307,2489,6224,981,3344,1644,10115,1165,3388,2178,7201,2312,7603,2131,5440,1735,1624,11551,3197,4333,2302,2563,6582,10912
400,9041,10271,5768,14231,1119,5431,15434,8388,6156,3410,13599,4075,12690,9244,2484,6173,968,3285,1637,9983,1133,3382,2164,7112,2309,7570,2120,5433,1706,1614,11402,3176,4303,2211,2530,6569,10779
401,9015,10209,5760,14182,1116,5348,15329,8370,6126,3406,13526,4066,12558,9227,2432,6024,956,3214,1635,9982,1113,3365,2143,7064,2222,7560,2119,5429,1691,1602,11305,3163,4260,2185,2514,6553,10707
402,8961,10099,5725,14134,1079,5323,15302,8359,6076,3363,13525,4060,12486,9217,2414,5975,948,3159,1631,9927,1112,3329,2093,7057,2209,7485,2103,5424,1677,1600,11247,3163,4218,2154,2431,6450,10632
403,8933,10088,5682,14103,1061,5321,15241,8344,6055,3341,13432,4042,12167,8608,2408,5900,917,3156,1625,9845,1096,3317,2071,7013,2203,7467,2082,5423,1672,1590,11213,3159,4181,2130,2426,6417,10616
404,8858,9819,5640,14058,1050,5241,15188,8283,6032,3302,13371,4021,12061,8499,2395,5896,891,3141,1621,9746,1092,3314,1989,6969,2190,7466,2076,5421,1661,1551,10788,3145,4166,2130,2397,6382,10504
405,8792,9725,5592,13837,1049,5189,15042,8266,6012,3299,13237,3984,11891,8473,2392,5754,866,3134,1620,9642,1078,3256,1971,6960,2188,7381,2069,5416,1656,1547,10734,3136,4125,2118,2325,6341,10393
406,8757,9695,5569,13817,1015,5079,15006,8231,5937,3257,13148,3968,11724,8429,2377,5738,853,3128,1615,9611,1065,3248,1962,6953,2179,7361,2066,5412,1637,1537,10717,3038,4108,2102,2319,6340,10224
407,8683,9679,5496,13688,1005,5027,14879,8082,5888,3207,13106,3966,11562,8407,2372,5726,847,2995,1559,9471,1063,3229,1924,6945,2168,7323,2055,5371,1629,1505,10707,3025,4071,2096,2301,6326,10086
408,8644,9668,5435,13626,979,4993,14464,8047,5869,3193,13016,3871,11522,8397,2370,5695,843,2971,1550,9457,1063,3203,1900,6928,2161,7281,2031,5368,1612,1502,10548,3024,4039,2087,2282,6191,10073
409,8392,9532,5364,13578,974,4941,14414,8046,5837,3170,12867,3853,11495,8357,2363,5681,837,2968,1536,9279,1016,3187,1897,6891,2056,7117,2024,5355,1600,1492,10194,3008,3987,2047,2238,6147,10025
410,8365,9501,5363,13308,971,4926,14363,7989,5807,3141,12635,3820,11127,8347,2361,5606,821,2956,1495,9250,1014,3184,1895,6870,2044,7110,1970,5353,1571,1434,10186,2996,3974,2045,2226,6125,9834
411,8323,9490,5290,13297,948,4915,14317,7905,5801,3117,12530,3794,11121,8301,2358,5532,820,2935,1465,9208,1011,3083,1826,6865,2035,7104,1965,5325,1570,1401,10174,2963,3962,2044,2219,6077,9816
412,8247,9461,5288,13251,947,4910,14222,7869,5701,3112,12527,3727,11057,8291,2266,5511,793,2925,1406,9183,980,3077,1822,6859,2019,6983,1930,5267,1551,1393,10106,2958,3948,2010,2185,6063,9757
413,8212,9445,5283,13003,888,4861,14024,7863,5653,3052,12474,3722,11010,8021,2265,5481,766,2922,1371,9142,980,3065,1802,6810,2019,6964,1922,5262,1529,1392,10105,2939,3945,1976,2170,6057,9539
414,8143,9419,5207,12920,880,4847,13926,7807,5622,3030,12421,3718,10975,8004,2233,5450,760,2914,1340,9135,933,3047,1795,6795,2006,6923,1894,5212,1526,1388,9945,2910,3845,1965,2166,6041,9513
415,8048,9387,5152,12806,879,4840,13894,7806,5548,2995,12398,3653,10876,7853,2215,5411,756,2907,1340,9131,921,3030,1790,6705,1988,6872,1875,5175,1501,1366,9902,2899,3823,1962,2141,6040,9505
416,8040,9206,5144,12704,863,4829,13871,7735,5499,2988,12356,3634,10838,7840,2212,5315,752,2899,1338,8920,916,3030,1763,6573,1977,6866,1843,5135,1470,1328,9838,2858,3781,1945,2115,6039,9476
417,7984,9202,5106,12673,845,4812,13646,7706,5486,2985,12339,3634,10827,7824,2171,5272,730,2860,1332,8918,906,3021,1760,6546,1976,6855,1840,5110,1441,1326,9818,2834,3771,1935,2085,6006,9449
418,7971,9037,5045,12650,813,4777,13476,7531,5425,2952,12326,3630,10770,7774,2166,5227,715,2857,1322,8894,903,2990,1723,6541,1966,6801,1829,5104,1419,1293,9790,2782,3748,1929,2079,5994,9328
419,7886,8894,5036,12637,811,4725,13460,7442,5397,2952,12200,3566,10719,7732,2123,5195,715,2848,1314,8893,893,2974,1708,6383,1934,6751,1755,5086,1413,1290,9763,2764,3674,1928,2070,5921,9303
420,7862,8890,5021,12455,808,4716,13385,7422,5380,2940,12185,3543,10652,7640,2110,5191,707,2844,1303,8869,880,2943,1703,6322,1889,6744,1739,5011,1411,1290,9758,2756,3671,1919,2058,5866,9285
421,7828,8853,4998,12452,790,4585,13322,7363,5350,2923,12123,3481,10604,7425,2078,5188,706,2810,1301,8684,856,2919,1688,6316,1869,6736,1722,5004,1404,1281,9716,2738,3670,1879,1993,5790,9260
422,7757,8697,4997,12326,789,4583,13298,7339,5320,2920,12117,3462,10601,7421,2073,5183,698,2799,1299,8671,837,2906,1671,6301,1865,6729,1705,4937,1403,1276,9500,2733,3640,1863,1964,5787,9178
423,7642,8654,4984,12314,787,4568,13114,7332,5245,2917,12114,3410,10389,7413,2066,5145,698,2775,1296,8586,789,2883,1655,6247,1822,6689,1702,4936,1392,1264,9488,2706,3632,1851,1963,5776,9162
424,7600,8627,4978,12225,786,4555,13087,7301,5226,2917,12087,3402,10372,7400,2031,5131,696,2774,1271,8493,782,2869,1645,6205,1788,6671,1632,4920,1384,1244,9477,2701,3609,1841,1961,5768,9155
425,7555,8621,4970,12155,785,4533,12766,7278,5221,2825,12063,3339,10345,7377,2022,5123,679,2773,1267,8466,780,2846,1618,6154,1785,6657,1594,4836,1378,1229,9471,2678,3548,1841,1943,5712,9153
426,7546,8590,4960,12054,760,4533,12651,7272,5201,2802,12032,3312,10328,7346,2011,5108,666,2692,1250,8206,773,2836,1614,6150,1698,6654,1573,4780,1359,1225,9341,2631,3519,1834,1894,5695,9106
427,7512,8585,4938,12031,737,4505,12639,7223,5187,2762,12015,3287,10314,7314,1995,5070,663,2649,1248,8165,763,2833,1609,6039,1686,6638,1569,4774,1335,1223,9333,2560,3501,1774,1891,5535,9106
428,7460,8571,4936,11951,732,4497,12486,7087,5171,2745,11970,3283,10255,7143,1994,5048,663,2645,1245,8109,716,2809,1587,6000,1679,6604,1561,4760,1309,1218,9278,2511,3499,1750,1882,5502,9020
429,7425,8569,4931,11936,731,4491,12385,7017,5163,2705,11943,3283,10219,7094,1965,4969,643,2644,1229,8070,714,2785,1583,5982,1678,6532,1550,4737,1291,1199,9272,2486,3474,1729,1877,5485,8959
430,7422,8487,4907,11904,720,4474,12364,7002,5162,2678,11934,3275,10180,6974,1937,4928,643,2634,1224,7958,708,2778,1575,5965,1676,6524,1524,4729,1287,1191,9246,2465,3458,1725,1868,5451,8881
431,7414,8405,4907,11883,719,4466,12279,6994,5138,2597,11832,3247,9984,6957,1919,4897,624,2623,1222,7920,706,2728,1560,5939,1669,6418,1500,4720,1270,1182,9228,2424,3452,1719,1865,5425,8853
432,7224,8349,4906,11748,706,4427,12114,6990,5116,2584,11792,3177,9983,6864,1908,4849,611,2569,1199,7861,703,2674,1557,5924,1669,6346,1476,4685,1269,1123,9142,2417,3446,1716,1844,5376,8848
433,7140,8275,4902,11721,700,4281,12088,6938,5111,2576,11757,3174,9928,6817,1891,4771,603,2549,1158,7839,693,2671,1554,5893,1627,6279,1471,4659,1251,1098,9070,2413,3412,1697,1834,5343,8788
434,7088,8193,4868,11628,680,4270,12034,6889,5026,2549,11695,3159,9724,6692,1890,4716,598,2529,1136,7775,682,2639,1543,5864,1624,6278,1468,4592,1244,1092,9056,2386,3403,1692,1821,5318,8772
435,7020,8183,4865,11615,674,4266,11971,6882,5019,2545,11625,3154,9679,6668,1875,4707,596,2517,1112,7757,680,2627,1542,5840,1595,6240,1426,4585,1242,1037,8999,2373,3394,1692,1815,5291,8756
436,7019,8173,4801,11609,649,4251,11837,6857,4952,2536,11600,3121,9647,6538,1856,4672,554,2499,1089,7755,680,2627,1486,5836,1592,6206,1421,4514,1237,997,8998,2359,3373,1691,1809,5211,8742
437,6952,8161,4729,11574,646,4241,11814,6849,4877,2533,11551,3105,9629,6417,1839,4661,523,2451,1088,7682,666,2562,1472,5836,1579,6177,1406,4478,1227,990,8890,2291,3365,1685,1791,5172,8651
438,6929,8053,4709,11490,637,4235,11790,6810,4868,2517,11370,3068,9616,6399,1792,4608,521,2444,1082,7681,663,2521,1467,5808,1578,6124,1397,4462,1218,953,8844,2282,3349,1664,1784,5163,8587
439,6886,8019,4709,11479,635,4220,11756,6627,4856,2508,11280,3043,9560,6365,1732,4606,513,2430,1082,7561,658,2495,1429,5795,1563,6079,1396,4456,1185,927,8829,2275,3348,1613,1757,5111,8566
440,6799,7996,4682,11085,635,4049,11581,6607,4817,2488,11244,3031,9506,6344,1695,4592,494,2425,1058,7527,624,2486,1420,5770,1559,6038,1390,4433,1180,924,8719,2271,3337,1592,1751,5103,8516
441,6736,7897,4631,11074,633,4010,11441,6605,4757,2473,11112,3006,9396,6285,1683,4587,490,2419,1056,7492,620,2467,1416,5768,1516,6005,1381,4414,1172,916,8687,2257,3235,1562,1723,5032,8512
442,6696,7891,4624,11053,602,3942,11387,6551,4685,2455,11073,2987,9391,6237,1677,4585,489,2410,1054,7483,585,2457,1375,5731,1510,5977,1377,4413,1165,906,8643,2240,3233,1548,1720,5030,8471
443,6628,7878,4601,11043,596,3939,11358,6537,4674,2427,11062,2981,9300,6127,1661,4585,483,2410,1053,7477,567,2454,1358,5713,1510,5961,1352,4408,1161,827,8636,2197,3215,1542,1711,5024,8369
444,6614,7861,4585,10854,595,3935,11293,6534,4633,2391,11014,2961,9283,6085,1657,4562,474,2386,1012,7439,565,2382,1326,5657,1509,5916,1328,4355,1156,766,8633,2196,3203,1512,1697,4973,8249
445,6517,7857,4566,10750,579,3920,11259,6390,4621,2389,10946,2934,9256,6063,1657,4554,471,2386,1008,7422,565,2342,1320,5599,1487,5906,1326,4341,1126,765,8628,2192,3189,1507,1666,4969,8224
446,6414,7788,4553,10676,575,3888,11232,6384,4620,2348,10897,2895,9222,6049,1646,4535,461,2342,1004,7416,558,2303,1316,5599,1470,5867,1321,4301,1126,758,8577,2181,3146,1486,1666,4925,8197
447,6410,7769,4515,10659,570,3855,11172,6341,4619,2346,10840,2860,9003,5839,1645,4471,449,2316,1001,7397,558,2290,1315,5537,1465,5788,1315,4298,1124,746,8457,2153,3080,1466,1642,4842,8197
448,6393,7761,4475,10646,544,3791,11141,6335,4604,2341,10829,2858,8824,5661,1645,4440,448,2312,992,7352,539,2246,1314,5493,1458,5726,1307,4287,1117,744,8401,2126,3079,1456,1640,4783,8086
449,6340,7748,4474,10639,527,3766,11078,6285,4587,2334,10774,2851,8781,5633,1635,4415,445,2262,987,7351,532,2244,1280,5471,1444,5726,1306,4228,1105,741,8271,2116,3064,1453,1631,4775,8086
450,6221,7680,4435,10598,519,3763,11016,6268,4585,2333,10714,2828,8747,5599,1624,4411,429,2241,960,7260,528,2187,1264,5446,1421,5723,1286,4221,1092,734,8239,2109,3010,1453,1574,4764,8050
451,6220,7636,4428,10459,516,3694,10907,6240,4585,2307,10688,2812,8636,5590,1604,4354,429,2235,900,7237,519,2103,1262,5444,1414,5708,1282,4210,1083,725,8234,2101,2999,1432,1561,4761,8042
452,6044,7634,4408,10387,512,3674,10848,6229,4585,2296,10661,2763,8626,5590,1603,4341,428,2216,886,7118,515,2058,1254,5415,1384,5645,1267,4200,1025,720,8162,2069,2959,1431,1555,4716,8042
453,5994,7575,4335,10248,508,3625,10793,6221,4577,2295,10506,2762,8602,5581,1574,4276,424,2146,885,7031,514,2056,1243,5415,1371,5634,1243,4196,1012,713,8095,2057,2956,1391,1551,4633,8027
454,5932,7573,4278,10074,493,3602,10733,6214,4543,2265,10460,2671,8551,5553,1557,4265,422,2102,859,7025,512,2043,1231,5373,1321,5519,1234,4193,1009,701,8046,2030,2950,1360,1540,4614,7947
455,5929,7456,4259,10009,489,3578,10671,6198,4537,2242,10414,2664,8535,5549,1549,4206,419,2075,839,7024,511,2036,1218,5314,1318,5488,1233,4185,999,685,8038,2021,2947,1356,1539,4611,7935
456,5885,7411,4212,9957,480,3562,10662,6118,4509,2239,10358,2652,8488,5512,1548,4178,411,2040,823,6967,511,2011,1217,5264,1305,5484,1218,4183,994,680,8028,2007,2936,1344,1537,4596,7900
457,5870,7405,4208,9926,478,3527,10550,6102,4498,2239,10285,2638,8458,5488,1525,4134,399,2028,812,6856,508,1971,1208,5260,1300,5394,1205,4173,967,674,7947,1993,2932,1333,1519,4587,7879
458,5862,7405,4159,9921,465,3508,10405,6079,4495,2236,10284,2599,8365,5480,1516,4112,398,2026,746,6856,499,1970,1195,5242,1297,5231,1177,4153,948,663,7940,1985,2892,1307,1498,4585,7868
459,5819,7360,4063,9897,461,3503,10388,6057,4479,2216,10239,2590,8353,5388,1495,4086,398,2007,741,6807,475,1954,1194,5237,1295,5191,1170,4148,942,653,7928,1978,2888,1300,1494,4561,7812
460,5807,7337,4058,9833,461,3499,10375,6054,4469,2110,10172,2587,8327,5328,1483,4028,395,1985,741,6799,457,1949,1158,5180,1295,5129,1135,4117,918,652,7921,1967,2881,1294,1486,4515,7773
461,5772,7281,4012,9801,456,3467,10302,6011,4457,2102,10037,2586,8321,5307,1418,4022,393,1984,735,6751,446,1853,1153,5166,1286,5096,1133,4084,909,651,7897,1955,2879,1290,1473,4456,7673
462,5757,7207,3954,9791,453,3460,10283,5939,4450,2093,10004,2521,8296,5285,1412,3967,392,1966,726,6731,446,1848,1144,5139,1271,5089,1122,4062,907,646,7885,1937,2834,1277,1470,4437,7661
463,5720,7170,3888,9787,445,3440,10212,5938,4427,2070,9876,2502,8224,5284,1407,3965,392,1960,716,6662,440,1836,1127,5036,1252,5087,1112,4052,898,641,7871,1867,2827,1266,1455,4422,7651
464,5716,7156,3859,9763,439,3435,10199,5932,4419,2050,9865,2493,8219,5284,1406,3918,383,1922,714,6646,427,1824,1120,5033,1224,5052,1099,4043,880,634,7848,1867,2787,1262,1412,4419,7588
465,5707,7129,3848,9752,433,3397,10195,5923,4416,2044,9822,2492,8214,5232,1397,3908,373,1920,710,6557,413,1788,1114,5031,1218,4997,1093,4033,862,624,7821,1863,2763,1255,1378,4406,7544
466,5685,7065,3805,9751,426,3339,10159,5862,4413,1988,9814,2488,8205,5227,1393,3869,372,1905,707,6528,408,1774,1104,5020,1200,4963,1067,4023,861,607,7796,1850,2750,1245,1344,4388,7537
467,5616,7065,3800,9618,422,3323,10157,5849,4367,1972,9725,2485,8183,5208,1382,3856,369,1889,700,6515,400,1760,1078,4971,1176,4905,1015,4022,855,581,7768,1825,2739,1236,1344,4351,7422
