rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
360,9921,11234,6218,15045,1260,5801,15731,9034,6717,3602,14961,4524,13711,9535,3065,6619,956,3689,1854,11073,1376,3214,2908,7844,2476,7853,2182,5093,1859,1726,11526,3575,4134,2450,2807,7588,11503
361,9880,11167,5917,15012,1245,5584,15635,9023,6698,3583,14696,4515,13536,9506,3058,6576,948,3685,1851,10962,1365,3165,2878,7822,2383,7837,2173,5086,1843,1719,11506,3574,4071,2434,2780,7567,11419
362,9875,10950,5873,15011,1217,5584,15622,8748,6588,3496,14622,4386,13520,9472,2974,6487,946,3678,1827,10741,1361,3122,2837,7785,2372,7754,2166,5028,1800,1698,11491,3556,4037,2426,2769,7447,11398
363,9815,10839,5844,15008,1188,5546,15383,8697,6576,3479,14448,4385,13520,9428,2969,6381,875,3629,1826,10678,1359,3103,2818,7772,2319,7726,2156,5009,1799,1696,11333,3539,3996,2421,2747,7285,11302
364,9674,10793,5825,14902,1176,5478,15241,8625,6569,3461,14410,4289,13271,9391,2852,6372,856,3600,1822,10665,1358,3065,2786,7682,2314,7697,2138,5004,1792,1674,11242,3527,3974,2354,2716,7218,11241
365,9568,10678,5822,14881,1140,5352,15188,8613,6552,3458,14348,4270,13233,9373,2640,6341,853,3596,1806,10658,1346,2990,2774,7583,2312,7645,2134,5002,1785,1661,11230,3465,3948,2342,2639,7202,11152
366,9528,10493,5803,14771,1130,5348,15117,8529,6538,3420,14342,4227,13204,9307,2633,6289,847,3573,1772,10511,1339,2974,2722,7579,2291,7625,2131,4998,1784,1656,11213,3426,3929,2321,2629,7076,11103
367,9478,10476,5788,14711,1127,5255,15006,8459,6373,3418,14059,4226,13172,9217,2625,6285,843,3561,1745,10452,1332,2962,2662,7578,2222,7588,2120,4978,1776,1650,10910,3403,3897,2271,2609,7039,11076
368,9417,10358,5763,14673,1124,5241,14765,8434,6281,3410,14010,4212,13136,9008,2556,6239,837,3514,1718,10245,1310,2945,2510,7556,2211,7555,2119,4951,1755,1640,10900,3288,3889,2271,2570,6994,10912
369,9356,10163,5682,14657,1119,5125,14697,8430,6245,3388,13753,4190,13046,8969,2504,6185,836,3505,1711,10170,1274,2927,2499,7554,2208,7542,2112,4943,1749,1626,10790,3286,3885,2233,2569,6966,10603
370,9335,10159,5634,14440,1116,5027,14324,8388,6205,3363,13721,4162,12999,8938,2485,6175,836,3492,1698,10098,1274,2919,2469,7468,2180,7472,2082,4936,1735,1614,10784,3191,3878,2218,2565,6952,10507
371,9267,10137,5599,14323,1079,4992,14317,8370,6076,3342,13705,4073,12744,8849,2474,6171,830,3465,1668,9995,1244,2917,2342,7462,2168,7436,2068,4879,1734,1605,10725,3136,3873,2214,2563,6925,10489
372,9263,10099,5592,14221,1061,4948,14273,8348,6070,3299,13639,4071,12546,8608,2459,6104,821,3454,1640,9983,1235,2891,2280,7452,2157,7361,1950,4872,1731,1602,10649,3136,3835,2201,2561,6843,10281
373,9261,9912,5569,14219,1050,4941,13976,8344,6055,3257,13535,4060,12359,8575,2437,6024,820,3429,1637,9983,1231,2889,2245,7436,2124,7296,1930,4793,1706,1600,10633,3119,3827,2154,2523,6795,10231
374,9249,9819,5419,14202,1049,4930,13872,8297,6051,3195,13534,4042,12096,8501,2432,6013,814,3385,1621,9927,1223,2861,2223,7433,2056,7220,1922,4760,1704,1571,10632,3118,3784,2115,2514,6791,10224
375,9205,9569,5391,14182,1015,4926,13827,8283,6012,3193,13525,3966,12014,8491,2414,6003,798,3372,1615,9845,1204,2846,2183,7430,2046,7204,1915,4725,1672,1563,10614,3079,3771,2049,2432,6705,10200
376,9041,9550,5385,14070,979,4915,13744,8271,5974,3168,13433,3925,11865,8380,2392,5975,793,3344,1611,9793,1196,2815,2178,7417,2044,7149,1846,4709,1666,1551,10602,3038,3765,2047,2431,6569,10170
377,8961,9545,5290,14044,974,4910,13732,8266,5924,3151,13309,3908,11724,8301,2377,5896,760,3310,1597,9766,1162,2802,2170,7404,2035,7124,1840,4701,1655,1518,10286,3002,3763,2038,2426,6450,10116
378,8839,9542,5207,13834,971,4861,13682,8202,5924,3148,13285,3871,11568,8267,2372,5756,757,3288,1536,9611,1133,2785,2149,7393,2032,7117,1829,4659,1629,1505,10186,2996,3748,2007,2408,6417,10111
379,8788,9501,5152,13808,955,4847,13646,8074,5908,3127,13056,3756,11562,8096,2361,5754,756,3214,1530,9591,1113,2739,2117,7303,1988,6947,1761,4629,1602,1502,10156,2963,3708,2005,2402,6414,10086
380,8716,9458,5106,13764,948,4790,13582,8047,5888,3117,13000,3747,11452,8021,2335,5695,752,3177,1406,9590,1112,2736,2093,7275,1977,6923,1755,4598,1571,1492,10108,2956,3705,1965,2397,6382,10009
381,8683,9450,5021,13749,888,4785,13527,8046,5869,3112,12585,3727,11276,8015,2308,5681,730,3159,1387,9528,1096,2734,2071,7064,1976,6801,1739,4592,1570,1463,9948,2930,3678,1959,2329,6382,10004
382,8591,9327,4999,13567,880,4777,13526,8025,5841,3076,12582,3720,11143,8004,2266,5671,715,3159,1387,9497,1078,2720,1989,7055,1972,6787,1733,4585,1551,1434,9947,2929,3640,1945,2282,6341,9956
383,8438,9284,4998,13531,863,4770,13385,7944,5807,3030,12527,3701,11057,7948,2266,5606,680,3134,1371,9463,1065,2674,1962,7013,1934,6717,1710,4566,1529,1420,9947,2924,3632,1933,2230,6326,9940
384,8402,9258,4984,13512,852,4744,13377,7863,5769,2995,12487,3674,10976,7938,2265,5530,679,3112,1370,9311,1063,2671,1924,6969,1911,6710,1705,4559,1526,1393,9945,2910,3572,1928,2229,6214,9893
385,8312,9206,4938,13385,848,4725,12950,7735,5758,2994,12421,3660,10975,7858,2237,5511,670,2971,1345,9279,1063,2668,1828,6953,1898,6657,1672,4548,1523,1392,9902,2899,3564,1879,2219,6213,9834
386,8247,9202,4936,13142,797,4716,12873,7706,5610,2988,12391,3653,10918,7806,2224,5481,666,2968,1340,9238,1057,2668,1826,6891,1869,6604,1642,4505,1506,1361,9900,2858,3548,1863,2185,6063,9811
387,8143,9189,4931,13076,790,4672,12844,7618,5592,2932,12322,3634,10838,7783,2177,5319,663,2938,1314,9183,1014,2664,1822,6810,1865,6538,1632,4456,1501,1355,9868,2849,3529,1845,2170,6052,9782
388,8040,9048,4907,13022,787,4663,12759,7608,5548,2927,12249,3625,10827,7642,2171,5311,663,2935,1299,8920,1011,2627,1808,6780,1853,6463,1621,4450,1481,1355,9838,2845,3519,1844,2147,5988,9757
389,7923,8995,4903,13010,785,4616,12570,7579,5499,2923,12185,3583,10714,7640,2166,5272,649,2914,1271,8918,986,2627,1797,6679,1822,6306,1596,4441,1470,1347,9763,2765,3499,1841,2106,5967,9539
390,7919,8914,4865,13003,760,4585,12486,7531,5485,2920,12150,3566,10668,7533,2110,5196,647,2899,1248,8893,980,2627,1790,6623,1789,6296,1594,4431,1454,1340,9593,2764,3495,1833,2087,5949,9513
391,7891,8903,4842,12730,742,4533,12324,7500,5457,2913,12148,3543,10566,7425,2073,5191,643,2857,1245,8853,980,2618,1723,6572,1788,6234,1578,4418,1441,1326,9500,2744,3458,1798,2080,5917,9505
392,7886,8890,4801,12673,732,4491,12258,7394,5434,2882,12123,3513,10348,7424,2033,5183,643,2817,1227,8816,951,2613,1708,6567,1782,6221,1569,4371,1419,1290,9478,2716,3457,1763,2079,5888,9476
393,7805,8851,4709,12650,731,4474,12193,7332,5413,2825,12114,3497,10328,7406,2015,5148,624,2773,1226,8738,933,2612,1645,6546,1753,6206,1548,4331,1413,1290,9471,2631,3452,1750,2058,5883,9328
394,7757,8838,4690,12621,716,4466,12170,7311,5397,2815,12100,3486,10314,7400,1995,5123,615,2741,1224,8627,921,2602,1633,6541,1707,6131,1539,4298,1411,1281,9309,2618,3403,1735,2045,5860,9320
395,7512,8817,4664,12596,706,4412,12141,7286,5380,2815,12032,3463,10255,7377,1995,4928,607,2688,1222,8586,918,2532,1618,6515,1686,6089,1529,4287,1403,1276,9289,2613,3365,1725,2043,5745,9303
396,7489,8654,4631,12589,703,4409,12134,7230,5366,2728,11970,3462,10241,7363,1994,4773,603,2675,1215,8481,915,2495,1614,6484,1679,6023,1527,4272,1384,1244,9228,2583,3348,1719,1967,5712,9289
397,7460,8590,4594,12563,674,4378,12114,7120,5350,2705,11947,3461,10180,7346,1937,4707,598,2665,1174,8466,906,2469,1600,6399,1672,6009,1524,4228,1378,1229,9148,2564,3344,1715,1965,5427,9285
398,7442,8585,4592,12504,669,4364,12034,7113,5342,2609,11927,3402,10005,7314,1919,4698,596,2650,1167,8386,903,2457,1599,6374,1669,5948,1524,4221,1371,1225,9077,2560,3279,1708,1964,5343,9197
399,7377,8209,4585,12361,667,4344,12002,7017,5325,2511,11910,3312,9984,7196,1919,4695,577,2627,1146,8342,893,2399,1595,6316,1645,5887,1516,4200,1359,1221,9070,2490,3233,1691,1963,5309,9178
400,7247,8182,4566,12054,662,4318,11982,6990,5320,2473,11832,3283,9899,7180,1875,4672,567,2625,1136,8309,856,2382,1579,6193,1624,5878,1500,4190,1339,1218,9056,2465,3221,1691,1962,5291,9162
401,7224,8161,4515,11910,646,4280,11971,6981,5226,2455,11780,3283,9893,7163,1857,4672,554,2623,1112,8288,839,2332,1575,6154,1592,5844,1475,4173,1335,1199,9030,2424,3195,1685,1961,5232,9152
402,7186,8053,4506,11864,638,4251,11937,6958,5201,2443,11724,3266,9852,7094,1801,4632,523,2569,1089,8165,789,2290,1570,6129,1578,5822,1468,4162,1321,1157,8999,2417,3168,1679,1943,5209,9149
403,7172,8046,4499,11706,637,4235,11814,6935,5171,2427,11695,3068,9789,6932,1792,4608,513,2569,1088,8152,780,2290,1560,6058,1569,5788,1426,4153,1311,1133,8970,2411,3154,1664,1935,5172,9110
404,7127,8019,4475,11684,635,4196,11770,6889,5116,2391,11625,3067,9724,6817,1788,4606,506,2549,1085,7939,773,2273,1557,6000,1563,5726,1421,4148,1309,1123,8945,2406,3151,1657,1922,5150,9106
405,7088,7897,4474,11634,633,4185,11744,6877,5093,2389,11551,3059,9705,6742,1781,4592,498,2529,1082,7932,763,2246,1550,5982,1559,5708,1406,4117,1270,1116,8844,2401,3146,1636,1891,5140,9071
406,7027,7891,4449,11609,632,4182,11661,6834,5085,2389,11495,3047,9570,6710,1739,4587,494,2519,1058,7920,716,2244,1540,5950,1539,5683,1390,4103,1268,1086,8829,2386,3144,1628,1882,5111,8881
407,7019,7878,4427,11462,624,4145,11528,6716,5019,2336,11291,3017,9560,6692,1705,4585,489,2497,1053,7904,714,2236,1499,5946,1537,5663,1364,4096,1244,1084,8680,2363,3139,1617,1879,5103,8774
408,6952,7860,4380,11460,617,4143,11475,6690,4984,2325,11244,2860,9517,6673,1677,4585,486,2488,1046,7873,708,2213,1494,5939,1510,5634,1352,4082,1242,1037,8636,2359,3079,1597,1877,5096,8756
409,6845,7849,4368,11245,602,4096,11439,6607,4972,2296,11216,2858,9484,6571,1661,4546,474,2481,1030,7861,703,2204,1486,5836,1510,5590,1328,4063,1237,997,8633,2286,3036,1592,1815,5067,8742
410,6743,7830,4337,11186,595,4010,11439,6605,4926,2296,11132,2851,9396,6459,1657,4532,471,2467,1026,7838,691,2188,1467,5822,1509,5576,1326,4062,1227,990,8504,2282,3024,1584,1815,5032,8736
411,6674,7788,4335,11074,579,3973,11430,6534,4817,2287,11100,2835,9338,6438,1646,4529,467,2451,1008,7861,680,2166,1451,5795,1470,5531,1321,4059,1218,979,8457,2271,3001,1566,1791,5030,8706
412,6673,7778,4290,11043,575,3960,11387,6513,4757,2265,11073,2828,9316,6406,1645,4524,461,2444,1008,7775,680,2151,1436,5792,1465,5519,1321,4023,1216,927,8401,2248,2983,1562,1757,5024,8486
413,6655,7680,4212,10659,570,3935,11121,6456,4744,2257,11043,2813,9283,6399,1638,4510,453,2430,1004,7757,663,2120,1434,5790,1449,5403,1307,4005,1189,918,8398,2240,2959,1543,1751,5010,8473
414,6463,7636,4169,10657,552,3904,11017,6450,4674,2242,10977,2812,9268,6285,1609,4411,449,2419,1002,7712,658,2058,1429,5770,1443,5320,1286,3960,1185,916,8302,2216,2950,1542,1723,4969,8412
415,6392,7573,4139,10634,528,3868,10966,6341,4633,2239,10977,2787,9234,6237,1574,4410,445,2417,963,7541,624,2043,1420,5769,1440,5317,1282,3895,1161,906,8058,2196,2932,1507,1720,4887,8369
416,6368,7517,4123,10628,519,3856,10907,6335,4621,2220,10946,2755,9207,6127,1557,4386,429,2410,932,7439,620,2036,1375,5721,1421,5299,1280,3873,1157,901,8046,2192,2900,1486,1711,4842,8365
417,6293,7490,4121,10387,508,3832,10808,6229,4619,2186,10937,2746,9129,6120,1557,4380,429,2410,900,7411,608,1998,1371,5713,1390,5295,1267,3862,1126,846,8014,2185,2892,1475,1697,4781,8226
418,6221,7456,4084,10367,493,3791,10793,6221,4585,2110,10897,2736,9095,6063,1549,4368,428,2386,899,7347,585,1990,1358,5705,1384,5284,1247,3796,1124,827,8001,2181,2888,1466,1670,4761,8214
419,5885,7425,4063,10350,489,3783,10733,6214,4585,2102,10840,2701,8928,6016,1548,4354,424,2342,886,7274,569,1967,1349,5625,1379,5242,1243,3774,1117,766,7977,2153,2850,1456,1666,4716,8208
420,5870,7418,4012,10313,480,3766,10550,6102,4585,2093,10774,2671,8825,5661,1536,4341,422,2235,885,7260,567,1896,1326,5582,1342,5161,1238,3763,1111,758,7977,2145,2849,1453,1640,4692,8197
421,5862,7411,3954,10254,479,3763,10435,6011,4553,2088,10710,2652,8786,5633,1522,4310,418,2206,876,7243,565,1867,1320,5557,1342,5143,1233,3730,1105,746,7947,2126,2845,1431,1631,4657,8192
422,5851,7271,3935,10220,461,3683,10405,6004,4537,2069,10569,2597,8700,5581,1512,4278,414,2173,860,7204,565,1852,1315,5541,1318,5141,1218,3726,1092,728,7931,2109,2827,1403,1627,4654,8175
423,5832,7206,3894,10202,456,3674,10388,5987,4498,2057,10452,2590,8679,5566,1483,4276,398,2129,839,7189,558,1840,1280,5500,1305,5129,1216,3717,1083,725,7928,2104,2772,1383,1572,4651,8140
424,5784,7170,3891,10064,445,3625,10300,5979,4479,2052,10414,2587,8642,5553,1447,4265,398,2102,829,7051,558,1835,1262,5493,1300,5107,1205,3693,1069,720,7921,2101,2750,1360,1565,4614,8086
425,5783,7156,3888,10009,437,3602,10276,5938,4469,2050,10369,2587,8618,5544,1433,4222,396,2075,827,7046,539,1788,1257,5414,1297,5065,1187,3649,1052,713,7893,2087,2739,1358,1561,4613,8053
426,5707,7129,3848,9989,433,3561,10212,5936,4456,2039,10359,2586,8557,5483,1418,4178,395,2050,826,7022,528,1757,1243,5264,1295,5044,1177,3641,1012,706,7871,2066,2737,1356,1551,4611,8042
427,5703,7114,3815,9921,433,3528,10134,5923,4416,2029,10358,2584,8512,5480,1407,4146,393,2043,812,7007,527,1733,1237,5242,1295,5036,1170,3638,1009,699,7848,2031,2705,1344,1540,4596,7976
428,5684,7065,3801,9909,426,3511,9980,5905,4413,2015,10194,2579,8488,5398,1393,4142,392,2040,746,6996,515,1714,1231,5237,1286,4962,1135,3621,1006,680,7780,2030,2701,1334,1539,4585,7868
429,5651,7065,3800,9899,426,3508,9968,5862,4383,2009,10172,2577,8469,5326,1382,4134,392,2040,741,6887,514,1703,1218,5222,1236,4942,1128,3587,999,663,7738,2021,2686,1332,1537,4561,7812
430,5590,7000,3795,9897,426,3499,9883,5805,4327,1988,10098,2575,8458,5285,1370,4119,383,2026,735,6856,511,1683,1217,5138,1219,4928,1127,3585,994,653,7725,2007,2674,1300,1535,4544,7810
431,5576,6955,3763,9890,426,3467,9873,5787,4310,1972,10074,2508,8353,5257,1362,4043,373,2010,726,6807,508,1666,1208,5128,1218,4755,1122,3556,967,646,7701,1993,2663,1280,1511,4542,7799
432,5570,6784,3730,9873,422,3460,9857,5774,4263,1961,10057,2507,8327,5208,1358,4036,372,1985,716,6799,499,1662,1195,5083,1193,4716,1117,3532,918,640,7582,1985,2647,1270,1507,4529,7773
433,5490,6734,3713,9801,417,3440,9838,5724,4242,1935,10050,2502,8321,5186,1352,3965,369,1960,714,6775,475,1647,1160,5036,1177,4713,1112,3511,909,624,7547,1979,2639,1262,1501,4432,7754
434,5385,6699,3688,9787,407,3435,9816,5702,4200,1934,10037,2493,8296,5175,1336,3944,369,1934,710,6575,475,1602,1153,5033,1176,4705,1099,3511,907,624,7533,1967,2611,1255,1494,4422,7706
435,5319,6678,3688,9770,393,3397,9807,5652,4181,1916,10030,2488,8224,5114,1311,3869,369,1920,707,6535,442,1598,1152,5031,1167,4596,1093,3511,885,607,7526,1946,2608,1252,1489,4419,7634
436,5313,6640,3683,9632,382,3323,9663,5641,4136,1892,10014,2481,8205,5110,1308,3856,365,1912,700,6425,440,1548,1127,5020,1123,4596,1083,3506,880,577,7517,1940,2600,1247,1486,4339,7607
437,5222,6574,3670,9618,376,3303,9657,5575,4116,1884,9963,2469,8183,5097,1301,3841,357,1905,698,6421,440,1539,1120,4991,1119,4592,1067,3476,862,573,7494,1937,2589,1236,1473,4303,7589
438,5217,6555,3650,9575,375,3291,9549,5504,4071,1882,9949,2463,8180,5078,1272,3801,351,1875,696,6349,413,1539,1114,4939,1084,4585,1054,3437,861,569,7442,1936,2553,1234,1473,4266,7588
439,5182,6517,3649,9573,368,3289,9421,5464,4065,1858,9865,2430,8176,5022,1262,3746,350,1873,696,6321,408,1513,1114,4839,1076,4518,1015,3429,855,554,7433,1928,2507,1231,1470,4261,7544
440,5160,6509,3633,9544,363,3289,9409,5400,4009,1841,9537,2426,8151,5022,1262,3698,349,1853,691,6318,400,1507,1099,4802,1071,4470,1003,3425,833,553,7404,1867,2506,1219,1455,4256,7537
441,5152,6431,3610,9530,362,3262,9367,5390,3960,1828,9526,2411,8138,4957,1256,3698,346,1822,688,6226,399,1506,1078,4765,1065,4447,952,3420,832,522,7354,1867,2498,1200,1391,4251,7346
442,5144,6416,3600,9505,361,3257,9346,5377,3946,1826,9444,2406,8130,4872,1255,3669,345,1811,687,6198,398,1501,1052,4758,1059,4419,948,3401,790,521,7327,1850,2491,1199,1376,4169,7311
443,5134,6404,3517,9282,334,3151,9294,5348,3937,1801,9417,2377,8112,4831,1254,3634,335,1796,682,6137,377,1467,1050,4749,1052,4409,922,3369,788,507,7320,1825,2490,1194,1361,4164,7253
444,5131,6397,3514,9204,333,3128,9241,5334,3886,1795,9388,2372,8109,4831,1236,3580,335,1767,646,6120,375,1464,1043,4737,1044,4396,890,3365,786,501,7276,1825,2486,1193,1360,4130,7247
445,5111,6383,3514,9154,333,3126,9145,5330,3879,1789,9271,2339,8083,4805,1232,3573,333,1756,638,6075,374,1456,1043,4692,993,4342,844,3343,782,501,7206,1812,2485,1193,1344,4126,7181
446,5071,6375,3500,9126,333,3109,9044,5328,3877,1783,8980,2253,8070,4799,1229,3544,333,1756,632,6047,372,1412,1040,4674,978,4325,824,3337,771,494,7137,1810,2472,1185,1344,4121,7158
447,5055,6343,3478,9047,333,3102,9044,5294,3866,1746,8966,2238,8055,4735,1225,3503,333,1744,624,6025,369,1392,1038,4655,972,4311,816,3295,755,482,7111,1744,2423,1170,1299,4075,7142
448,5054,6331,3460,9030,333,3102,8960,5291,3864,1738,8944,2234,7962,4716,1217,3456,333,1728,620,5986,363,1377,1037,4647,970,4302,806,3280,744,482,6945,1744,2409,1162,1291,4053,7103
449,5034,6316,3456,8994,333,3083,8918,5288,3863,1722,8880,2226,7919,4659,1211,3448,333,1725,619,5912,360,1362,1034,4614,942,4217,806,3265,741,476,6833,1741,2390,1160,1282,4036,6969
450,4998,6311,3423,8977,333,3065,8842,5274,3862,1683,8866,2224,7909,4621,1191,3385,320,1725,615,5787,355,1346,1030,4610,938,4157,803,3259,737,475,6830,1719,2382,1155,1246,4030,6960
451,4986,6272,3420,8886,328,3057,8655,5197,3806,1656,8852,2221,7842,4615,1188,3343,313,1720,613,5763,340,1342,997,4592,918,4120,788,3237,736,468,6766,1712,2367,1152,1243,3934,6952
452,4923,6256,3396,8761,326,3047,8651,5193,3792,1655,8802,2218,7796,4592,1172,3336,309,1714,608,5608,335,1335,989,4585,918,4100,779,3233,708,458,6735,1654,2366,1126,1236,3903,6925
453,4888,6236,3360,8665,324,2995,8635,5183,3773,1654,8781,2204,7789,4585,1142,3315,301,1692,605,5522,333,1331,972,4585,916,4042,771,3205,705,454,6672,1626,2366,1115,1207,3887,6921
454,4883,6226,3337,8633,323,2966,8559,5129,3724,1646,8773,2198,7763,4585,1134,3309,298,1683,593,5370,333,1323,955,4579,874,4029,769,3199,703,453,6647,1570,2338,1107,1187,3818,6877
455,4815,6203,3320,8614,322,2957,8290,5084,3716,1615,8763,2170,7712,4571,1108,3286,296,1678,590,5358,333,1318,946,4493,862,3993,763,3193,697,440,6640,1520,2336,1065,1180,3805,6844
456,4788,6196,3280,8609,321,2956,8259,5077,3593,1605,8733,2163,7565,4555,1108,3276,287,1676,587,5333,333,1313,943,4487,843,3984,760,3178,676,439,6607,1517,2334,1064,1161,3805,6818
457,4769,6092,3280,8606,321,2946,8181,4979,3584,1600,8572,2151,7490,4488,1104,3214,267,1671,583,5311,333,1304,938,4475,842,3969,756,3155,661,437,6584,1458,2326,1063,1159,3803,6730
458,4716,6038,3277,8572,313,2934,8174,4950,3580,1591,8543,2073,7419,4467,1094,3167,262,1668,579,5277,328,1296,936,4470,835,3962,754,3116,655,437,6578,1453,2303,1051,1156,3746,6709
459,4655,6031,3276,8544,312,2924,8105,4950,3570,1590,8509,2067,7382,4467,1093,3156,254,1667,574,5271,328,1272,891,4407,831,3943,739,3101,654,427,6567,1452,2303,1046,1149,3693,6639
460,4585,5932,3265,8452,305,2885,8002,4941,3555,1566,8509,2045,7294,4455,1074,3154,251,1647,567,5250,321,1271,887,4367,825,3933,732,3099,649,427,6541,1428,2278,1030,1148,3686,6638
461,4585,5825,3265,8363,297,2875,7959,4893,3554,1524,8505,2042,7290,4298,1068,3098,245,1588,558,5161,321,1248,878,4350,821,3928,727,3080,626,423,6537,1427,2277,1017,1146,3667,6634
462,4578,5814,3234,8339,287,2872,7947,4874,3536,1510,8482,2027,7284,4284,1042,3041,244,1578,545,5153,320,1233,833,4339,810,3925,715,3079,624,422,6536,1416,2250,1011,1118,3662,6627
463,4565,5797,3231,8293,285,2849,7890,4832,3514,1503,8412,2018,7218,4281,1039,3019,228,1570,544,5129,313,1230,831,4318,808,3921,706,3046,620,421,6524,1400,2246,1008,1114,3657,6560
464,4495,5776,3219,8279,284,2823,7884,4826,3477,1502,8406,2010,7164,4278,1031,2997,227,1550,535,5084,313,1221,817,4315,792,3909,700,3041,618,419,6522,1380,2242,1001,1108,3630,6548
465,4488,5764,3194,8267,281,2814,7872,4796,3475,1488,8287,1949,7086,4270,1001,2951,223,1538,500,4967,310,1215,779,4244,788,3866,694,3011,617,410,6517,1371,2240,991,1071,3525,6529
466,4477,5668,3186,8145,281,2783,7845,4779,3458,1478,8273,1918,7084,4250,996,2943,217,1534,492,4942,310,1198,777,4209,775,3845,683,2933,614,408,6483,1360,2236,940,1064,3497,6459
467,4473,5642,3183,8121,279,2738,7835,4764,3458,1472,8237,1903,7029,4246,988,2914,212,1512,484,4921,306,1168,763,4199,747,3843,679,2903,613,401,6475,1354,2224,936,1054,3476,6444
468,4425,5614,3180,8089,272,2705,7821,4716,3437,1449,8232,1886,6912,4220,981,2901,212,1494,477,4909,305,1164,761,4166,696,3834,673,2851,609,401,6470,1341,2203,884,1041,3469,6436
469,4422,5450,3161,8081,271,2679,7738,4679,3363,1441,8186,1881,6866,4212,970,2859,209,1485,475,4896,299,1150,757,4165,696,3830,647,2825,605,394,6413,1315,2192,879,1040,3466,6391
470,4419,5397,3142,7959,269,2677,7699,4676,3342,1420,8184,1880,6866,4209,967,2856,209,1452,469,4876,299,1147,751,4160,695,3816,647,2817,601,385,6392,1309,2182,875,1038,3465,6366
471,4389,5389,3062,7957,267,2669,7690,4648,3339,1404,8159,1858,6854,4201,965,2821,208,1446,468,4857,292,1133,748,4152,690,3799,641,2814,597,384,6383,1300,2181,873,999,3432,6356
472,4384,5387,3046,7917,266,2656,7623,4630,3327,1382,8151,1849,6791,4199,948,2807,204,1428,458,4825,290,1113,738,4141,684,3756,640,2791,584,377,6377,1299,2171,871,993,3422,6355
473,4378,5348,3008,7814,266,2564,7582,4628,3319,1380,8110,1836,6708,4193,946,2745,201,1421,453,4708,289,1083,727,4114,674,3728,639,2779,578,373,6375,1287,2168,865,984,3362,6313
474,4370,5315,2993,7691,258,2563,7559,4603,3309,1380,8064,1806,6665,4135,935,2737,197,1412,451,4678,288,1081,722,4102,660,3682,637,2770,577,370,6365,1285,2128,857,980,3265,6297
475,4367,5314,2969,7598,250,2542,7558,4585,3307,1374,8038,1796,6564,4037,931,2704,195,1406,437,4636,286,1076,722,4065,658,3648,632,2770,562,357,6362,1282,2120,850,952,3252,6249
476,4300,5310,2925,7559,231,2536,7526,4585,3284,1368,8023,1715,6559,4020,929,2703,195,1398,428,4592,286,1069,712,3999,641,3644,624,2763,551,349,6320,1276,2088,830,950,3235,6222
477,4234,5132,2912,7550,230,2498,7481,4585,3236,1330,7991,1708,6558,3998,926,2697,194,1385,417,4585,286,1069,711,3976,637,3619,624,2751,535,346,6318,1275,2072,826,947,3229,5950
478,4204,5130,2884,7543,227,2474,7479,4585,3214,1330,7988,1698,6491,3994,926,2660,193,1375,416,4524,283,1064,701,3972,624,3598,621,2730,522,342,6249,1275,2069,800,946,3224,5927
479,4200,5097,2846,7525,227,2459,7478,4583,3184,1313,7858,1642,6476,3980,904,2649,188,1359,416,4520,271,1062,696,3965,616,3594,601,2678,517,341,6152,1273,2068,792,941,3184,5912
480,4200,5076,2836,7480,222,2454,7448,4561,3180,1300,7765,1637,6472,3971,897,2634,188,1356,413,4505,263,1037,696,3921,616,3568,600,2671,513,340,6140,1249,2061,789,933,3170,5891
481,4191,5050,2831,7468,219,2429,7439,4457,3178,1293,7764,1623,6451,3967,891,2610,184,1354,413,4487,262,1013,686,3907,615,3566,599,2667,510,338,6095,1248,2051,779,909,3144,5882
482,4182,5048,2814,7449,217,2409,7350,4444,3162,1280,7748,1622,6413,3942,873,2569,183,1315,413,4474,262,1006,684,3902,609,3566,590,2665,506,337,6058,1241,2051,769,906,3139,5827
483,4182,5045,2802,7432,210,2405,7303,4431,3155,1269,7742,1596,6391,3902,858,2523,172,1308,396,4444,262,1005,670,3893,598,3515,585,2659,496,335,6043,1235,1978,754,898,3097,5826
484,4179,4983,2797,7408,207,2368,7294,4404,3147,1265,7710,1591,6354,3892,855,2514,172,1308,393,4434,258,977,645,3879,595,3493,542,2658,478,335,6000,1221,1978,741,888,3058,5824
485,4152,4921,2789,7379,207,2342,7193,4398,3114,1235,7664,1513,6348,3866,823,2505,169,1283,389,4415,256,967,643,3876,588,3442,536,2651,464,333,5994,1208,1973,738,872,3011,5716
486,4146,4910,2765,7329,202,2334,7133,4384,3109,1219,7659,1489,6335,3850,812,2498,164,1281,389,4242,254,953,610,3876,580,3428,526,2642,463,333,5991,1204,1961,726,866,2993,5615
487,4100,4910,2717,7287,202,2326,7121,4297,3100,1157,7650,1488,6318,3845,799,2475,162,1260,387,4225,254,947,605,3874,567,3425,522,2616,457,333,5963,1200,1950,709,865,2981,5577
488,4084,4908,2709,7257,197,2299,7079,4292,3087,1139,7552,1452,6145,3805,798,2450,161,1253,385,4214,254,934,601,3849,561,3421,516,2555,437,333,5959,1200,1899,709,860,2978,5521
