rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
116,160102,187028,137549,429125,48013,223828,245971,130685,198121,66665,273589,132887,223694,187547,69650,129803,32835,136786,45502,240320,38768,57981,115522,126167,67661,168685,73139,91464,57600,39227,173268,74213,79835,91111,69344,174428,176409
117,159910,186763,135587,421476,42569,215234,243827,125308,196153,66097,263525,129805,222279,186557,67919,129256,32226,136072,45205,237113,38719,55791,115240,123670,67637,167271,72238,91084,56217,38539,173108,71773,78549,90829,68968,172941,176326
118,150927,185737,131869,416826,41946,207295,238775,122939,188558,66004,261601,123073,205498,183329,67182,128393,30983,134344,44680,236073,38703,54702,113236,123210,67416,157684,71197,90208,52071,36710,168636,66922,76912,90153,68496,166186,173845
119,146102,182287,130949,385023,41171,204300,238056,122883,182298,65673,261563,114912,203507,180818,66921,123164,30816,129127,43066,231615,38426,51212,112556,123116,64214,146986,70461,89951,51622,35600,166383,65883,73553,88647,67358,165914,172720
120,144948,182189,118514,370684,40520,202163,235915,120051,180052,63608,260354,113312,202073,180663,66915,114264,30626,129115,42567,222753,38418,51144,110693,121850,64191,146334,68412,89541,50133,35277,165388,63788,71516,86376,66091,165607,169572
121,141459,180860,114323,369704,38295,200795,229475,118521,179570,62539,259299,113121,197947,180630,63952,113393,29263,128683,41535,220622,37995,50763,108823,118735,64081,142461,65512,87567,50132,35056,165048,62525,69298,81837,65680,164993,166556
122,140923,180474,109560,367127,37463,198836,228775,116047,171086,60727,258845,104314,197391,178882,63740,112368,29190,115359,40644,219844,37938,50383,107853,112727,63778,142376,65201,87080,48999,33641,162283,56095,68861,78772,64976,164165,166036
123,140543,176561,107283,357392,37163,197036,224959,111567,170852,60428,252032,104039,190828,177140,63115,111085,28564,114136,39224,217719,37549,48940,104691,110079,62977,139180,64747,87034,47730,32993,161000,55325,68634,78085,64669,161557,164730
124,138427,174123,106946,356088,37068,196442,224550,107308,170366,60380,246616,101592,185888,173138,59804,110257,27987,107656,38659,216767,37281,47737,104172,109757,62097,130130,63280,84475,45580,32365,160816,55272,67697,77271,63669,161543,160528
125,138165,172066,106436,350873,36259,188277,219894,104291,169498,60185,240571,100731,173805,167442,59528,108878,27863,107553,38416,214560,37043,47374,103159,106006,61640,129953,61658,84054,44592,32295,159645,55057,65253,76125,62587,154720,160206
126,131299,167971,101047,336138,35523,177815,218448,104078,163612,57964,237770,98929,173547,166840,58926,108323,27795,106759,36332,214252,36470,46181,102057,104464,60644,129271,61211,83610,44359,30774,158639,54699,64668,75436,61926,153507,159005
127,130680,158528,98143,334264,34501,176444,215346,102507,162753,57947,235768,92140,168960,163411,57123,106098,26528,105910,35702,213967,36318,45507,98465,100471,60186,127643,59316,80649,43228,30620,155676,52255,63550,75213,60669,152641,157837
128,130548,154632,96588,333185,34229,176037,207965,100854,160835,57402,230748,91428,168707,161502,55665,104196,25478,105217,35584,210183,36009,45204,95937,99050,57383,127476,57754,77294,42737,30386,154339,51737,62967,73616,58720,149908,156852
129,129729,153620,88330,331229,33352,174920,206406,98724,148780,57123,227604,85574,166413,160335,55161,104032,25296,103725,34949,205156,34345,42277,95421,98011,56809,125496,55798,76505,42050,29974,152217,51631,62454,71745,56381,138665,152639
130,127624,152487,84607,322049,32627,174400,204661,98048,140548,55768,225869,84613,166024,159661,54302,103871,25233,102918,34635,204206,33445,40962,94093,95951,56176,121739,55655,74529,41651,29450,151485,51417,61864,71454,56248,136313,150927
131,123209,152423,83437,308924,32456,169139,202062,97637,133329,53809,220233,83663,165117,158906,53606,100201,25085,101670,34511,200459,32334,40509,93279,94503,54439,119301,53948,73917,41339,28902,149082,50575,61404,71128,55056,132128,150237
132,123196,150562,80018,301099,31388,167964,194768,97184,127804,52508,216141,83461,165048,158651,52682,100192,24911,101367,34235,199135,32219,39297,91306,93391,53825,115668,52700,72391,40730,28763,147203,50080,60962,70465,54107,131675,147020
133,121153,150536,78743,293929,30122,167935,189273,96316,126734,52409,213987,82271,163679,158186,52528,97954,24772,98061,34027,190833,30766,39247,89821,93136,53242,115111,52114,70714,40549,28710,144596,50028,59820,70456,52362,128950,145253
134,119090,146008,78002,293103,27614,166700,186198,96252,126146,51305,211562,81420,162118,153987,52226,95854,24385,97964,32764,186865,30703,37994,85383,92523,52773,112013,48326,67914,39772,28622,144042,47189,59801,68092,50442,123288,139768
135,118788,142864,76577,292869,27304,164130,184044,95859,124899,50569,208125,79730,160712,151698,51419,94470,23177,94401,32248,183932,29976,35997,82273,91548,52232,110315,46427,67484,38523,28317,139532,46727,58594,67944,50351,123031,134624
136,114355,132694,75450,292291,27082,163619,181044,91569,122214,48709,203542,78223,160665,146744,50723,92718,23160,91952,31916,180603,29904,35038,81297,91150,50122,106464,45757,67273,38150,27522,138415,45986,58096,66791,49855,121354,125940
137,114194,132595,75299,291963,27004,158110,179889,90533,120122,48665,200775,77405,159969,144264,49838,90287,21290,88423,31638,178861,28817,35009,79494,90860,49838,104431,45052,66941,37819,26937,134411,45963,57562,65333,48619,120537,125191
138,110856,131262,74790,287761,26931,151452,177286,89736,118229,46887,190340,77277,157108,133558,49812,86047,21264,87575,29523,177895,28570,34979,76101,87485,49354,103824,43481,66485,37430,26386,132931,45320,57540,58327,48349,118901,122273
139,107326,129908,72510,283366,26256,134428,172782,88825,116694,46805,187638,77160,154760,130775,49511,85475,21061,86150,29521,177071,28142,34896,75955,86248,48661,103174,42512,65647,35704,26152,132421,45082,57419,55214,47773,117596,122186
140,104019,128504,70470,280458,26008,133574,170775,88101,113216,46800,184874,73655,154689,129013,47179,83060,20502,85137,28942,174951,27840,34714,73677,85319,48240,99086,41580,64636,35346,25624,132238,44929,56242,53503,46583,116637,119681
141,102906,128462,67690,278132,25490,132740,170748,87685,110624,45960,183059,63483,147588,128946,45241,79051,20465,84017,28447,169581,27804,33063,72622,83920,46468,98234,41309,64040,30984,25535,124655,44521,53941,52732,46212,114895,119478
142,101244,128313,67593,275666,23125,130596,169358,87649,103777,45790,182801,62513,147361,128845,44397,78770,20360,83503,27974,162451,26560,32996,69300,80854,45284,95699,40579,63229,30463,25287,124629,43067,53877,52235,43170,112282,114261
143,99632,126121,66175,274321,22369,127540,167653,87070,100520,44482,180203,61106,147181,127520,44368,78568,19928,83220,27549,156561,26308,32826,67566,80390,44797,86666,40246,61252,30026,25027,124024,42722,53379,50591,42868,110484,112708
144,98430,125841,66110,272464,22264,121528,165455,86223,92682,43775,174293,57254,147059,127087,44151,78289,19786,81821,27367,155587,25832,32680,65892,79275,44573,85782,40113,61008,29702,24688,118038,42357,51457,50130,42465,107157,109404
145,94629,125227,65076,271279,21609,121372,162465,82663,89023,42999,172457,55756,145211,127000,44078,77690,19753,77988,26828,155104,23833,32168,61386,79238,42645,82702,38627,60541,29682,23214,117875,41533,51047,49090,42401,106134,107486
146,93751,123101,64579,266361,21465,117481,162341,73485,88768,40294,167095,55697,142862,124178,43698,76810,18502,76985,26789,151939,23825,31520,59942,77615,42449,82401,38610,59418,29182,22957,117186,41005,50040,48492,41819,105496,105604
147,92208,122561,62104,265844,21132,115443,156973,72337,87339,38947,166267,55230,135226,123544,43106,74452,18340,72837,25994,147459,23315,31113,58308,77156,42095,80860,37239,58775,28338,22804,117167,40082,49873,47352,41521,105308,104901
148,91032,122083,62023,257978,20940,114355,156384,72104,86986,38625,164677,54738,133810,122855,41751,73232,17859,69912,25187,140200,22801,31069,57470,77096,41904,77195,36644,57816,28219,22675,116709,39632,48270,46867,41218,103905,103347
149,89866,117567,61857,254871,20209,107848,153093,71283,85947,38458,162017,54549,132181,122373,40928,69356,17814,67944,25000,133544,22670,29800,57253,75766,41446,77169,34284,56472,28079,22475,114195,39268,47317,46796,41203,102588,102132
150,89649,116412,60912,247303,20134,106699,151544,71126,85173,38437,152132,54408,123143,120581,39101,68155,17658,67694,24860,132733,20956,29741,56917,75288,39862,77104,33143,55664,27839,22102,113838,37949,46582,44323,41075,102316,101953
151,86403,113101,59168,242456,20123,105056,150800,70436,84937,35570,148934,54213,120824,119053,37164,66067,16550,67036,24845,130630,20650,29524,56138,73646,38151,73246,32454,54063,27636,20074,113262,37656,45952,40691,39657,102040,100166
152,83936,112601,59155,239206,19414,104478,148972,68031,82080,35033,148794,53906,116197,115352,36994,65835,16451,66738,24625,127916,20634,29339,55573,72861,37069,72461,31987,51305,27615,19345,106876,37553,45661,40623,39601,101855,100044
153,80308,109594,59105,237760,19112,101046,148931,65869,81511,34493,147471,52371,112828,102909,36911,65521,16427,66331,24401,125584,19764,29047,54820,71676,35751,71610,31290,51288,27244,18649,106742,37057,45031,39964,39591,90280,99480
154,79361,108285,58480,237480,18961,100788,146303,64972,80836,34492,146306,51413,108472,100540,35923,65331,16188,64915,23073,124844,19331,28170,53662,69774,34948,71262,30257,50456,26900,18564,105611,36863,44903,39892,39478,87842,99395
155,78064,106605,58189,236422,18572,97916,146030,64669,79061,34392,145974,49128,107793,96900,35318,64865,15204,63575,22966,123982,19239,27250,53569,68435,34873,70519,30044,49635,26577,18416,105398,34559,44453,39307,38718,83526,99140
156,77548,105783,57141,233388,18304,96246,141538,64646,74525,32687,144428,44383,106668,94226,35226,63076,15102,62923,22210,123173,19215,26952,50826,67308,34651,69935,29728,49444,25929,18149,104223,34352,40428,38932,35895,82700,98961
157,77469,105444,56926,224512,18244,89346,139728,64276,74031,32671,143477,43850,106121,93398,33869,61255,14884,60421,22183,122887,18666,26851,50287,66263,33879,69418,28694,45623,25792,18126,102215,33877,40191,38064,35062,82569,97740
158,75125,105431,55637,224436,17977,87082,138497,63487,72729,32579,142065,42816,104849,93330,33642,61107,14698,57398,22089,120223,18658,26284,47349,65204,33474,68724,28137,44645,25478,18071,101847,33664,39053,37162,33825,82437,96880
159,75001,103504,55406,214765,17802,86936,133213,63409,72180,32372,135647,42151,104689,92735,32900,61057,14508,54341,21595,119265,18505,26252,45484,64048,33285,67110,27504,43892,25249,17415,100354,33013,38219,37096,33632,82054,96344
160,74967,101951,55183,205800,17535,82119,128866,62567,68389,31696,135258,41653,104111,89634,32458,59034,14119,54298,21066,115979,18495,24759,44746,63803,32409,66854,26861,43433,23636,17016,100327,32142,37782,33664,33386,81648,94973
161,74709,101594,54694,202662,17413,70898,128084,62427,65665,30927,124517,40939,100610,87915,31909,57432,13986,51518,21006,112790,18388,23501,43866,63152,32070,66414,26731,42696,22127,17014,99646,31989,36463,33424,33071,81571,93389
162,74155,100035,53755,200663,17247,70776,127551,61091,65643,30718,123092,40796,99743,87178,31269,56599,13983,51415,20303,110160,18225,22681,43808,61563,31648,66199,26128,41957,21518,16525,98339,31975,36378,33370,32787,81362,93384
163,72804,95911,53480,194657,17125,69051,126843,60666,65593,30502,119228,39718,96487,87006,30860,56326,13806,49129,19943,110120,17278,21633,42081,60029,29464,65582,25630,41791,21107,16460,97597,31872,33777,33001,32120,78741,92792
164,71949,95721,52681,184537,15794,63358,124787,60468,65409,30382,119166,39467,94631,85448,29825,54739,13478,47435,19622,106958,16744,21332,41945,57482,28817,64347,24982,41626,21090,16421,89559,31010,33509,32006,31471,78632,91921
165,69442,95292,52409,183988,15350,62083,122953,59945,64505,30342,118854,39055,94494,83740,29657,53980,13369,47020,19561,106546,16449,21221,40830,56053,28057,63950,24586,40041,21045,16336,86989,30773,33320,29802,31216,75871,91070
166,67930,94973,51839,175200,15300,60600,122946,58478,61747,30142,114983,38979,92629,79993,29553,53531,12835,45268,17654,105342,15793,21169,40552,55422,28044,62986,24362,38746,21035,16324,85265,30714,33199,28738,31093,75180,90047
167,66151,93999,50057,174501,15069,60138,122254,58020,60227,30061,112218,38909,92545,79721,29235,53215,12315,45024,17428,103067,15562,20815,40223,55138,27886,62984,23991,38128,20902,16310,84047,30504,31251,28651,30767,74833,89758
168,65140,93921,49313,172146,14907,58308,119577,55323,58373,29872,111463,37679,91047,79197,29205,51355,12196,42654,17377,100906,15293,20543,39751,55047,27525,62763,23413,36979,20901,15482,83954,30105,31244,28487,30702,70324,86887
169,63052,92253,49182,170110,14473,58108,116967,55155,57859,28789,110835,36113,90714,79041,28300,50154,12191,40487,17363,100809,14948,20464,39661,54368,26757,61796,23360,36523,20693,14748,83841,28289,30751,28192,30445,68041,83797
170,60917,90867,49159,165065,14462,57825,116533,54529,51943,28561,109042,36070,89430,78969,28275,49160,12059,40214,16576,100292,13858,19997,39358,54040,25656,61432,23205,35790,20515,14730,83356,27948,30600,28022,30384,67112,80907
171,60914,88585,49026,163613,14098,55278,114705,54223,48795,28477,108191,35102,88380,78553,27566,48268,11963,39854,16417,94595,13837,19314,38513,53304,25579,61246,22870,35051,20427,14446,81934,27213,30417,27492,29818,66631,79251
172,60698,87370,47785,158262,13878,54222,111342,52871,45799,28179,106110,33547,87668,76522,27045,48192,11958,39746,16034,94456,13797,19117,36920,52727,25523,60886,22772,33995,19435,14368,81406,26981,29390,27326,29714,65819,78118
173,60367,83389,47745,156308,13633,53396,110468,52346,44998,28070,100959,33497,87308,76389,26945,47384,11815,37985,15865,93986,13735,18407,36297,52330,25303,59719,22650,33082,18875,14112,76149,26901,29023,27195,29619,64165,77922
174,59959,78352,47672,152369,13539,52490,109664,52163,43326,27784,99769,33456,86876,76371,26083,46277,11685,36282,15463,90866,13558,18406,36235,51454,25047,59210,22580,32075,18039,13989,75749,26865,28732,26915,29126,62685,77152
175,59492,76887,45629,150746,13470,52453,107883,52161,42383,26870,97896,32642,84827,75114,24887,44117,11526,36201,15337,90666,13249,18355,35960,51125,24527,57353,22465,30263,18009,13881,72556,25767,28549,26624,28399,62521,76295
176,59359,75995,43476,150049,13460,51794,106911,51710,41203,26755,95507,32132,84323,74562,24827,42990,11166,35374,15060,88623,13100,18188,33955,49657,24178,56937,22324,29850,17863,13555,64712,25438,27363,25958,27492,62078,76114
177,58440,75972,42371,142381,12702,50592,99841,51649,41150,26573,91142,31575,83350,73539,24821,42745,11017,34963,14991,87759,13078,18007,33508,49106,23776,56913,22066,29776,17644,13459,63928,25185,26657,25775,26574,58621,74474
178,57602,74579,41399,140844,12577,49463,97875,51608,39349,26507,90679,31317,80330,72498,24333,41556,10928,34239,14959,85833,12814,17545,33233,49041,23619,56755,21990,29446,17556,13251,62706,24706,26617,25597,26442,56009,74397
179,57431,74293,41359,136311,12334,48185,96674,51302,39208,26460,89437,31022,79402,72481,23520,39521,10825,33352,14884,83081,12677,17211,32795,47857,23565,55565,21606,29433,17351,13035,61550,24345,26545,25401,25230,54335,74353
180,55775,71662,41319,135652,12062,47886,93288,50225,38618,26357,87889,30924,78593,72368,23463,39041,10739,32834,14657,82945,12502,17068,32685,47185,23334,54290,21307,29246,16961,12983,61020,24216,25952,25141,25132,54322,72637
181,54739,71107,40440,131689,11995,46182,90037,49082,38592,26260,86500,30813,77945,71221,23293,38900,10630,32202,14135,82398,12464,17044,32270,46396,23237,48875,21288,29228,15561,12934,60700,24089,25928,24906,23187,54136,71713
182,54067,68725,39062,128091,11776,45053,87416,47605,38153,26210,80453,30701,76921,70988,22811,38269,10407,30506,13972,82220,12428,16582,32250,46164,22997,48021,20290,29028,15369,12762,60411,23950,25861,24397,22722,53157,67889
183,53309,68283,38480,125305,11772,44540,87342,47520,37690,24528,77223,30553,76782,69863,22538,38233,10363,29499,13917,78116,12104,16479,31330,46028,22674,47896,20039,28808,15304,12636,60252,23947,25102,24285,22696,53047,67565
184,53020,66850,37062,123074,11661,44323,87099,46292,37477,23287,75177,29090,75772,68291,22347,37638,10217,29337,13172,77141,12056,16431,31218,45696,22245,46999,19648,28765,15291,12606,60167,23923,25024,23725,22100,52496,66377
185,51278,65628,36430,120522,11555,42191,82627,45159,36680,22637,72561,28676,75335,66014,21904,37509,10111,27672,13023,75187,12051,16309,30728,44461,22065,46746,19337,28505,14948,12578,59971,23320,23879,23468,21993,50844,65780
186,50946,65239,35873,114210,11361,41681,80894,44607,36427,22351,72361,28424,74221,64177,21869,36125,10016,27587,12871,73266,11970,16114,30522,43534,21937,46149,18787,28489,14814,12440,59043,22544,21659,23235,21805,49170,65606
187,50386,65220,34893,114050,11235,41438,80871,43590,36426,22243,69912,28309,74105,63200,21632,34743,9844,26497,12858,72402,11958,16066,30500,43171,21802,46019,18465,27884,14350,12420,58356,22492,21563,22781,20213,48877,65424
188,50333,64410,34526,113908,11160,39772,80840,43498,36423,22228,69537,27979,73524,63136,21514,34680,9679,26465,12809,69814,11952,15971,30326,42867,21448,43933,18083,27643,14212,12336,57596,22421,21508,22450,20119,47984,63306
189,49928,64147,34393,112215,10454,39617,77458,43413,35418,21701,68282,27640,72002,61586,21199,34403,9542,26411,12207,68862,11875,15834,30237,42527,21081,43839,17489,27516,13686,12288,57307,22354,21192,21892,19660,47954,62858
190,49584,63392,34199,111546,10437,39408,76767,42683,35365,21671,66052,27358,71368,60934,20643,34128,9444,25767,11950,68724,11680,15258,30101,41589,20898,42974,16716,27379,13536,11994,57108,22327,20652,21090,19580,46542,62209
191,49423,62965,34090,108727,10140,38929,75693,41128,35230,21028,64790,27075,71059,60251,20638,33626,9177,25467,11878,68254,11497,15170,28899,40811,20330,41557,16671,26753,13268,11914,56422,22271,20572,20734,19222,46178,61722
192,49167,62591,33838,103777,10087,38699,75504,40273,35137,20958,61986,26582,70899,60075,20326,32955,9149,25345,11643,65622,11493,15086,28637,40203,20305,41465,16629,25836,13089,11775,55765,21972,20563,20344,18342,45425,60176
193,48775,61554,32930,103558,9909,37665,72684,40190,34181,20952,58718,26562,69910,57703,20124,32883,8902,24470,11497,65382,11313,14976,28412,39561,20166,40327,16554,25629,12748,11348,53838,21870,20471,19680,18284,43896,59631
194,47586,60628,32643,102684,9617,36310,71495,40154,33475,20764,56816,25915,69805,57202,19602,32391,8862,24312,11496,64721,11309,14621,27804,39110,19317,40282,16408,25371,11937,11122,53835,21430,20346,19634,18241,43276,59622
195,47440,60486,32273,101809,9510,35989,70990,39751,33151,19636,56078,24908,68369,56895,19269,31519,8612,23578,11404,63993,11296,14481,26579,39067,18514,39845,16319,25243,11835,11067,53518,20910,20205,19029,18190,43244,59054
196,47231,59605,31907,101723,9468,35302,69809,38996,32622,19569,55020,24622,67725,55035,19256,30968,8504,23364,11398,62870,11095,14146,25976,38659,18438,39752,16308,25193,11700,10964,52624,20810,19849,18952,17622,42454,58399
197,46605,58382,31081,99360,9192,35169,69402,38646,31862,18999,53837,24312,67688,53994,18933,30852,8493,23011,11358,62326,10853,14061,25592,38295,17969,39333,16282,24807,11529,10930,52443,20750,18285,18927,17609,42273,58127
198,46298,57844,30920,98579,9174,33323,68973,38641,30982,18920,52947,24249,66592,53152,18792,29693,8178,22681,11235,60010,10616,13966,25459,38290,17895,39069,16020,24658,11056,10793,52062,20698,18016,18839,17445,42113,56719
199,45803,55945,30651,95797,8850,32366,67516,38478,30879,18813,52903,24228,65632,52062,18762,29455,8146,22642,10954,59828,10371,13946,25032,37167,17351,39064,15968,24511,10896,10697,51382,20387,17982,18767,17299,41033,56252
200,45069,55847,30321,95433,8749,31763,66997,38361,30781,18691,52417,24103,64946,49997,18654,29398,7794,22386,10878,58624,10149,13814,24918,36699,17078,38390,15858,24458,10681,10588,51253,20279,17826,18214,17072,40888,54182
201,44129,55837,30245,94855,8353,31589,66645,37868,30332,17337,52285,23876,64913,46944,18641,29198,7760,22264,10730,58413,9877,13518,24854,36239,17055,38004,15237,24296,10414,10431,50816,20247,17677,17824,16102,40344,53085
202,44105,53696,28197,93551,8215,31238,65424,37737,30232,17307,52007,22840,64052,46873,18606,29052,7617,21733,10547,56212,9841,13449,24432,36075,16175,37856,15174,23112,10406,10062,49640,20047,17314,17140,15925,40296,51838
203,44054,53521,28105,89965,8049,31137,63587,37537,29995,17205,51190,22691,61305,46721,18431,29029,7565,21718,10527,55529,9554,13392,22899,35838,15953,37812,14879,22009,10318,9979,48383,19545,17302,16827,15881,40017,51581
204,43309,53139,26854,88575,7980,30596,63553,37533,29991,17073,51136,22145,61239,44230,18268,28777,7481,21514,10513,55524,9554,12998,22060,35445,15673,37671,14532,21252,10226,9974,47766,19480,17271,16536,15670,38919,51174
205,43289,52327,26753,86928,7970,30290,63547,36495,29641,17011,51047,22108,60120,43997,17725,28751,7456,20071,10091,54290,9471,12460,20980,35383,15483,37526,14522,21088,10172,9927,47699,19379,16837,16468,15348,38072,49657
206,43200,49559,26464,86208,7917,29865,62937,36391,29304,16443,50810,21716,59820,42990,16819,28622,7266,19430,9768,54109,9210,12408,20591,34752,14845,37219,14138,20906,10159,9572,46821,19245,16642,16360,14853,38070,48561
207,42800,48503,26174,86055,7831,29841,62515,36020,28983,15784,50529,21045,58081,42963,16439,28426,7220,19386,9714,53634,9170,12323,20534,34750,14767,37168,13975,20612,9749,9508,46769,19153,16631,15695,14591,37081,47720
208,41755,48281,25976,83905,7621,29787,61512,35318,28679,15268,49692,20993,57935,40945,16343,28202,7187,19003,9652,53022,8962,12281,18511,34178,14577,36471,13916,20405,9744,9436,46245,19117,16522,15360,14266,36925,47243
209,41593,48150,24923,83819,7465,29228,61265,34909,28470,15197,48843,20727,57179,40601,15691,27571,7119,18977,9543,52614,8336,12221,18209,33084,14511,36310,13824,20186,9627,8904,46146,18813,16504,15184,14099,35417,47223
210,41294,46872,24719,82945,7447,27884,60544,34672,28368,15193,48181,20317,56385,39629,15340,27145,7091,18514,9278,51639,8145,12011,18042,33002,14411,35983,13483,20150,9592,8825,45626,18677,16290,15111,13942,34867,46746
211,41176,46129,24547,81230,7210,27285,59812,34490,28203,15096,47811,19556,56278,39622,15236,26799,7081,17223,9246,51237,8082,11857,17920,32508,14375,35283,13451,20122,9495,8744,45377,18396,16281,14471,13838,33664,46300
212,41050,45129,24389,79084,7148,26919,59812,34398,28188,15048,46211,19545,55703,37866,15142,26381,6802,16616,9165,50898,8002,11520,17899,32259,12786,34913,13345,19751,9439,8675,44632,18351,16243,14016,13543,33617,46165
213,40765,45037,23317,78880,7067,26353,59407,33500,28096,15033,46180,18785,54892,36794,14979,26338,6693,16574,9015,50880,7784,11446,17735,32253,12711,34902,13293,19164,9054,8646,43907,18187,16191,13915,13443,33586,45497
214,40613,44967,23094,76425,6915,26350,58214,33021,27830,14979,46159,18638,54715,36680,14965,26185,6589,16440,8908,49101,7706,11227,17671,31434,12682,33955,13251,19146,8973,8379,43740,18142,16088,13734,13169,33134,45278
215,40154,44859,22966,76005,6745,26172,58048,31797,27636,14808,45425,18523,54138,36456,14892,26045,6409,16349,8811,49000,7666,11209,17553,31410,12632,33742,13242,19091,8909,8281,42550,18102,16041,12968,13146,32229,45248
216,39688,43690,22529,75616,6593,25682,56782,31711,27114,14622,45115,18487,52574,36004,14504,25926,6189,16325,8770,47313,7642,11153,17291,31389,12584,33057,12949,19065,8796,8225,42138,17205,15671,12799,13033,32214,43897
217,37355,42899,22507,75506,6264,24999,56748,31137,26597,14402,45111,18373,51708,35696,14101,25851,6188,16317,8717,45301,7165,11152,16650,31259,12473,33020,12764,19041,8693,8046,41826,16882,15450,12593,12972,32031,43819
218,37253,42571,22068,75169,6261,24753,55330,31095,26480,13899,45005,18356,50791,35633,13744,25596,6101,16068,8352,42899,7102,11060,16518,30412,12441,32934,12763,17919,8690,7972,41410,16356,15273,12543,12916,31432,43654
219,37056,42336,22041,73848,6217,24453,54959,30710,26168,13668,44379,17914,50301,35590,13318,25442,5948,15830,8232,42631,7081,10973,16502,30083,12245,32336,12599,17812,8667,7947,41381,16343,15235,12280,12718,31422,43336
220,37012,41187,21680,73509,6124,23352,53895,29915,25481,13659,44130,17550,50301,35444,13308,23807,5921,15324,8196,41946,7032,10692,16414,29466,12183,31348,12509,17697,8516,7773,41162,15732,14676,12191,12698,31090,42921
221,36482,41119,21305,72641,5989,23223,52540,28936,25030,13630,43865,17473,49978,34968,13290,23607,5901,15037,8042,41546,7002,10472,16281,29430,11795,30580,12442,17691,8378,7721,40862,15672,14668,11922,12696,30863,42887
222,35670,41026,21301,70790,5959,23214,51877,28752,24854,13526,43717,17331,49103,34744,12818,23461,5870,14983,8020,41150,6982,9954,16276,29143,11713,30247,11715,17435,8308,7706,40855,15624,14580,11759,12626,30486,41801
223,35517,40987,21114,69985,5802,22820,51706,28604,23216,13444,43135,17070,48045,33958,12733,23137,5837,14895,8006,40339,6860,9939,16231,29120,11651,30224,11608,17306,8166,7634,40840,15615,14513,11712,12470,30009,41749
224,35504,39840,21100,69862,5574,22617,51407,28543,23094,13313,42776,16840,47958,33010,12469,23127,5836,14687,7797,40088,6733,9836,16041,29078,11628,30209,11467,17059,7999,7594,39715,15325,14370,11347,12403,29447,41722
225,35305,39422,21080,69781,5564,22613,51344,28321,23054,13259,42369,16327,47194,32623,12027,22881,5543,14434,7713,39857,6662,9801,16025,28548,11175,29961,11447,17003,7882,7566,39549,15240,14282,11025,12403,28171,40054
226,35249,38230,20904,65144,5519,22539,51241,28166,22986,13162,41739,16072,46407,30937,11993,22837,5533,14419,7579,39770,6608,9678,16008,27496,10424,28984,11265,16994,7759,7544,39436,14880,14241,10949,12260,27868,40001
227,34896,37499,20547,64691,5501,21773,51086,28107,22964,13105,41426,15975,46285,30888,11738,22816,5474,13839,7393,39760,6572,9630,15967,27368,10198,28483,11132,16899,7745,7387,39197,13987,13965,10619,12108,27657,39569
228,34697,36528,20483,64642,5381,21584,50275,27904,22779,12973,41337,15815,46236,30794,11732,22536,5471,13771,7322,39494,6443,9359,15620,27280,10187,27443,10272,16871,7640,7342,38316,13871,13553,10603,12029,27422,39448
229,34485,36523,20347,61898,5364,21411,49764,27852,22752,12808,41320,15803,45657,30644,11712,22317,5407,13378,7298,38988,6345,9191,15286,26564,9987,27287,10269,16628,7494,7330,37669,13853,13489,10480,11976,27141,38991
230,33918,36399,20256,60244,5255,21216,48957,27786,22602,12778,40995,15687,45270,30266,11368,21915,5372,13349,7054,38667,6316,9182,14922,26555,9944,26988,9814,16560,7418,7273,37086,13797,12897,10438,11922,26384,38193
231,32985,36207,20227,59173,5131,21033,47950,27635,22505,12555,39261,15490,44901,30107,11347,21803,5233,13348,6905,38095,6140,9170,14879,26355,9873,26681,9416,16209,7185,7224,37024,13687,12704,10270,11767,26301,37411
232,32887,35948,19920,57704,5098,20862,47655,27549,21525,12361,39193,15447,44307,29827,11161,21407,5042,13334,6904,37125,5966,8977,14050,26325,9820,26642,9308,15924,6940,7196,36771,13291,12687,10212,11721,26287,36991
233,32877,35677,19618,57424,4823,20113,47064,26745,21077,12010,38962,15233,44294,29739,11086,21324,4947,13224,6892,37107,5857,8976,13799,26050,9477,26066,9272,15855,6866,7092,36653,13200,12660,9956,11307,25862,36770
234,32596,35550,19575,55773,4795,20095,47048,26591,20878,11972,38437,14809,43861,29184,11029,21135,4918,12640,6856,36679,5836,8953,13699,25365,9178,25313,9167,15596,6802,7079,36308,12780,12567,9754,11294,25771,36636
235,32291,34673,19574,55273,4592,19802,47020,26423,20486,11823,38331,14808,42757,28805,10959,21009,4847,12595,6840,36606,5800,8745,13257,24927,9103,25211,9009,15555,6669,7045,36278,12675,12462,9735,11269,25763,36587
236,31038,34467,19287,55192,4585,18915,46480,26323,20096,11665,37855,14700,41604,28711,10927,21005,4716,12567,6823,36596,5780,8727,13018,24513,9033,25060,8990,15509,6488,7035,36040,12555,12461,9649,11240,25451,35425
237,30892,33700,19246,53872,4585,18759,46258,26267,20064,11551,37834,14647,39679,28304,10843,20947,4592,12432,6734,36125,5762,8677,12847,24152,8899,24964,8877,14929,6455,6937,35615,12526,12373,9600,11172,25001,35400
