rank,未来,静香,翼,琴葉,エレナ,美奈子,恵美,まつり,星梨花,茜,杏奈,ロコ,百合子,紗代子,亜利沙,海美,育,朋花,エミリー,志保,歩,ひなた,可奈,奈緒,千鶴,このみ,環,風花,美也,のり子,瑞希,可憐,莉緒,昴,麗花,桃子,ジュリア
275,483180,491546,677123,941167,1442614,693638,580849,670566,643686,537450,866968,953354,2007636,489541,299705,574483,737142,420000,653546,1327735,987080,1174120,568638,376762,427243,545224,545340,537084,506383,1597995,446815,599859,527942,714746,442883,1870531,488260
276,466574,490531,609109,910182,1433622,679071,568481,657439,637782,527113,864726,889082,1934286,489207,283061,561267,670863,404643,646398,1317873,946656,1065507,565626,368859,399788,544720,529244,506199,504561,1466341,439732,564712,472924,708489,435518,1777505,485586
277,456024,481615,577115,870798,1068597,659792,559434,640880,628346,500649,854981,867500,1905837,466330,280877,560344,667572,402725,633956,1237031,938267,962747,557577,367429,391944,534165,495333,502848,488445,1452457,435453,532412,460387,700684,429551,1335660,483906
278,447292,478258,572773,855349,1022318,628693,533624,631507,605544,500263,854203,787537,1817112,459734,275472,532399,626937,400719,568975,1229573,876792,948962,557091,365522,380111,484613,488941,491317,442122,1359260,428351,510068,450631,586637,417383,1217371,476255
279,408555,467611,541673,811150,1014925,603615,477381,625173,568080,493245,828524,660280,1719734,445257,272013,520512,601435,396535,551998,1190199,850230,832259,515881,351446,366146,449228,461373,478959,437853,1243012,422814,487700,447213,534885,404116,1180407,461637
280,405067,457001,541327,661392,1002691,590598,475952,557227,567852,486181,774421,646182,1672141,431854,269086,518437,558997,375652,547407,1165743,821920,826238,483629,345686,348003,421182,457286,469886,426093,1155872,422509,486080,436129,505672,394897,1144358,456695
281,372697,453356,538492,649868,974684,557506,469617,551529,538437,472035,729886,603370,1556477,420954,257375,487313,545270,328348,526078,1113446,773356,783668,468772,336440,341837,386577,387335,467019,414745,1155750,410201,483207,430075,492155,362402,1124425,409518
282,365743,452975,504237,606045,907103,550946,431057,530909,505378,407363,716734,581544,1523705,418958,249936,473548,512915,321148,516312,1047902,737598,762518,455548,323940,338556,374244,386353,466982,409755,1113695,405577,440706,414055,491755,359137,1123132,408092
283,358979,451751,484344,588838,800546,539577,423209,520865,502393,391976,682467,509797,1332995,396816,245799,473086,512034,300156,506604,1043542,733206,730773,379583,320294,336646,365251,386169,466085,397952,1071373,380147,423002,405656,485892,356220,1038316,397420
284,354451,422021,422164,568458,795569,527614,406167,497754,502045,383204,675386,509293,1284630,396474,241075,444294,509223,290374,490910,1009893,714374,700647,378208,312649,334305,363183,380766,464283,393120,870731,378000,413227,404654,485432,355332,903019,383988
285,342631,411315,407290,565657,772146,516706,390876,483803,493547,376220,647056,446113,1167205,394896,236369,442916,506576,283752,458462,961324,712842,670869,370217,305281,307733,360900,348753,430600,371071,795652,366373,374182,398945,484221,331668,849934,383564
286,333356,408644,387892,555290,758702,514036,390821,471595,488024,369840,633774,434993,1068885,386066,234497,431620,503403,279280,455881,951255,695692,661906,359214,304161,302779,356247,338209,416435,363526,662087,361357,360091,397516,469497,328700,849065,374984
287,332862,401606,381269,555118,745806,507457,379786,431373,478520,368573,610807,432496,982011,381053,232932,428675,498269,274295,423115,941324,678612,644049,336598,298608,283363,348244,338108,416078,358976,655951,353088,339644,387961,469184,314687,823948,370179
288,310159,399633,376907,546787,732799,499281,374539,406456,457904,364899,597690,407071,939379,379340,232121,428535,473369,270376,405360,902064,661014,632962,329548,295073,271316,345556,323669,406867,355409,652516,340338,337202,385771,463382,304383,822070,362375
289,287992,368765,356674,539151,707935,487681,369815,395342,431885,364841,536777,394106,890522,367624,231068,423292,458018,270319,402490,877291,642893,617584,327417,295045,266511,339309,321321,375380,353065,625953,325023,329272,382258,454592,273658,818473,349292
290,287921,366562,350496,530041,690827,482510,366774,388218,430714,363623,516339,393561,882149,356959,230926,375109,436739,249230,392302,876577,587631,605464,322365,294830,264929,328833,311670,354699,349007,561901,321367,319936,381743,442723,272718,781904,344260
291,287510,357661,348355,526181,659340,479661,363594,384590,387803,360717,512056,387871,861395,349938,218328,366418,414463,237446,385494,865575,567066,599240,317633,283502,254171,319071,300455,332928,338827,519117,320157,308182,375655,437659,272575,758870,339930
292,282219,356829,346840,512676,642142,461551,346238,383930,369030,357052,511493,375933,844755,346228,216556,363492,411226,236567,381800,834290,558788,529379,298463,272817,246227,310946,296539,325738,327994,504884,306933,307779,365301,437452,262597,721862,336161
293,276851,355963,344410,511609,640060,451636,345922,381801,368172,342840,493196,366567,777069,342809,215308,346663,407257,236403,378063,833675,545071,527597,298364,268247,241509,308138,291038,325272,303425,503321,292483,294622,345248,424278,256331,718404,318067
294,271339,344518,343102,506818,602868,443589,334147,364055,361394,335573,485268,365082,749507,328494,212661,318329,400577,233503,377487,816976,501491,492627,289176,249294,236620,301595,285857,298099,296877,501823,285129,292635,321340,421068,255304,707956,316936
295,265352,332948,335547,502765,601355,443147,323491,359051,353701,325455,472947,364212,683205,325491,203842,312284,395929,225041,375856,811310,453027,492303,284422,248240,227870,299479,271676,295475,296085,497312,282045,291719,301190,416872,253230,695359,314804
296,259988,323418,332369,483500,587114,433317,322218,355998,326567,302456,471721,363231,669646,318525,201519,305717,382383,219083,361540,754817,452150,447826,273768,247565,226699,298929,271659,284969,290761,484247,281086,268500,292443,402595,250306,626560,314440
297,254944,309992,326733,480168,577964,431197,317814,352867,302807,285546,443305,340661,621651,317741,190814,301619,380415,215501,359837,739547,438582,447720,270699,244950,225534,298244,269902,273031,271509,459681,277320,264198,291431,399105,249107,612517,303959
298,249953,299651,325361,438586,547571,429996,310401,338132,293229,274758,435030,337293,618198,295090,187571,300102,377724,215105,354069,735604,438455,442822,266334,224013,222438,293658,267299,272019,270175,424270,257121,249006,273543,385296,244026,597794,294091
299,246893,298678,315606,433656,547535,427965,306002,330969,285950,270645,431828,330114,604021,287488,186142,268656,364369,207732,345431,719359,433301,429873,266080,223694,214975,290023,265374,267893,267926,409763,255609,239269,266587,378618,236311,579350,276896
300,242020,289963,297907,420851,527611,414597,305518,316036,285342,269951,430391,316154,591758,282625,179515,263920,354152,201017,324810,711678,432596,410650,253944,220798,214440,282077,263176,267387,264264,401562,254394,229988,260595,361868,232285,559134,276511
301,241534,284092,295568,418122,512329,403157,304443,294838,284137,269568,428706,290284,591564,282509,177183,254690,353432,191977,321499,696587,429017,401737,246222,219618,212086,279854,261749,261349,262249,397506,248170,226468,253928,347652,226749,552529,261630
302,239199,274768,281569,382026,505485,378154,302145,294570,282443,260060,421532,289012,584855,278379,176735,254012,344447,183308,307267,688984,427229,400184,237967,217937,211008,278922,260260,260094,261842,397404,245455,219087,252538,345455,225430,548241,258668
303,234411,271640,279944,379754,504040,376307,292150,292137,278350,259238,408042,273890,550526,277632,176286,250755,332692,182286,304066,673691,421934,398223,233957,217871,208564,270870,258801,258615,257705,393037,245138,216195,252042,333229,224682,502545,253980
304,233353,271529,272215,378713,494064,375375,284430,286577,276781,258701,387963,257705,543610,276289,173062,249521,332069,179727,303211,648241,416405,397032,227884,205639,207592,265745,248838,255964,247732,360299,240249,215684,251176,324875,216893,479973,253457
305,231519,271414,259589,375662,492446,371132,279325,283873,268740,257040,364988,252968,534284,268285,171907,244907,325632,174801,300645,637211,413117,380553,217826,201808,202004,262269,245918,252041,245441,357072,237719,198026,250833,308998,214885,473985,252686
306,228138,268015,254085,372987,487855,370922,273261,282453,267537,253387,364126,248094,504716,266710,170953,244616,315325,173645,299166,634433,411609,372377,214414,196713,201851,260911,242830,250967,243834,336032,229353,190370,250319,291848,210214,460162,251696
307,226254,262606,247184,369829,455355,364799,269863,280445,264217,251089,363319,243521,443844,261770,170864,242287,312812,170010,296604,615615,368394,358370,210427,194991,196019,255921,241223,246760,243469,332915,227697,187040,250079,291126,207519,454531,249510
308,224604,258449,242167,368601,451922,324055,262979,275422,258872,249960,360117,241171,411713,260588,169723,241987,301783,168853,296527,606516,358383,353352,204811,192978,194528,254388,233287,231860,236705,324502,224417,184761,245994,280500,198394,431914,235120
309,224361,248648,236151,360249,425944,316819,259440,268132,239949,247022,358206,239626,383070,257972,165475,240494,299425,166290,290384,568387,355445,336175,202347,192940,193662,246640,220183,230801,229988,322893,221694,184649,237936,280154,197944,422226,222258
310,220640,247061,233063,353547,425288,306720,254525,263671,210909,240909,352193,239621,375751,243121,164672,240107,284458,166090,288761,544860,349910,329877,202319,190736,190624,243817,216758,228551,229911,312119,215941,183810,233496,270032,197719,410290,217870
311,220148,241171,232616,340030,422239,302401,247031,257911,209998,234002,347162,238765,365726,237551,164460,239699,283512,159420,280776,532004,347270,328003,200332,189813,184172,242495,212601,226858,218852,302758,209322,180984,223558,265331,180272,389998,216935
312,217698,239524,228063,338665,416755,296901,240893,250612,208571,232062,344184,236832,361039,237278,164271,236067,274166,156451,278621,506129,337971,322256,199276,189407,184153,241586,210844,219627,215086,291962,198925,180858,215532,252805,180124,389401,216078
313,210504,235031,226594,329385,346258,288278,240758,240870,207332,231821,341881,232174,349653,232442,158695,233856,271835,156130,256308,491829,332718,316525,186442,188567,182472,238795,209118,219111,210802,289694,197650,172970,215271,252402,178289,386928,215978
314,206620,226396,225165,327180,341306,285139,238255,234887,203108,230147,338086,224576,340174,229461,157849,233228,254513,155316,250058,464913,330603,314404,181506,185621,175541,235742,205853,214906,209252,279869,191956,171341,213562,238613,177244,377165,215035
315,205908,224764,221534,318789,337284,281445,236697,229068,202766,226626,325493,208288,338551,223373,155586,217780,250174,154412,249119,460009,312377,309915,175396,181510,173626,233681,203813,213645,198961,277371,190419,168340,208905,229400,174908,327079,214722
316,204956,224108,220064,309320,336598,278606,236506,228150,197956,223036,311817,206561,332318,218318,154919,214277,249583,151158,233688,458348,292334,303042,168071,180891,172611,232173,195491,210281,191108,272415,188755,167477,208680,228750,173436,327026,214214
317,200343,223563,213136,302951,311227,276227,230889,226223,196363,222797,310094,202348,329356,217996,154869,212253,244519,150916,232452,452427,291854,302456,166062,179864,171819,230846,194145,209101,183195,251797,188569,156916,205764,227329,169529,316971,208910
318,198664,222099,206500,298896,303472,276136,224763,225510,194373,216873,303495,195223,322442,212862,152486,211975,244363,149852,230189,446382,284671,282050,165977,174705,168575,211416,189944,202284,181768,250463,185093,155974,203137,214238,169467,315445,206830
319,198548,220908,205881,291255,299660,267844,222916,221659,194083,214382,303382,193032,319486,206813,151936,208973,235544,147333,225238,432685,281783,262172,164394,174674,167428,210797,185293,199414,181024,245853,183305,154931,200748,209524,167087,305023,206415
320,197862,218860,201211,290020,296347,265754,222517,219499,185949,212995,302477,191452,318429,206451,151509,206932,233960,146904,222990,426875,274211,260978,162528,173043,167133,209348,180924,198859,180487,242960,174920,151521,198939,196417,158013,289975,206071
321,195698,215106,194548,287725,287325,254371,218110,217185,184085,211194,301707,190985,307293,203844,151146,206146,230291,146295,220364,399168,272792,259369,160397,171164,166681,206494,180534,196009,178725,242281,174095,151402,197067,194513,152997,289740,204511
322,185595,214873,191203,283588,280718,252052,215136,211930,179508,209242,286389,190319,305533,201711,148007,186450,228184,142626,220102,394614,265249,258319,158849,170198,163942,204843,176692,192785,178573,235014,174008,150850,196834,188988,152188,279562,199574
323,183280,213825,189650,281447,273216,248900,211651,203327,179290,207396,286261,188992,303150,200203,146133,178472,227196,139100,219635,388547,263197,235849,158626,165139,162673,201190,173285,191488,176974,226594,172777,149020,192973,185415,149198,277733,196370
324,181211,202395,184864,279062,273112,245896,210211,201610,178810,207290,283583,188487,302926,195444,145600,178248,223857,137993,215104,383211,261836,232503,155128,164513,161216,198476,164816,189476,175607,221122,172293,148469,191657,181607,148568,277472,193058
325,181205,200667,183291,273295,269524,245889,208030,200265,178790,206174,276384,187248,281681,193133,143940,176821,223712,137733,210957,369451,261338,228709,154212,164265,159969,196628,158100,186699,175499,216085,166487,148432,190318,177911,148163,273688,190553
326,180816,200093,180741,272288,255113,242089,207268,195754,178454,205016,275319,185496,280042,192556,139707,173452,221168,134781,203949,364659,259694,225571,152001,161734,158992,194552,153699,186063,172686,211825,164223,145826,190173,177609,146891,259999,190360
327,180611,198891,177485,263395,252594,240808,196663,194683,171876,199783,274276,180164,275900,188176,139502,172671,221027,132081,193094,363295,258992,222797,150162,161530,158790,188260,152428,183176,171466,207972,162245,144787,182919,174846,146698,253080,189693
328,180084,196162,174493,256251,251966,234542,196427,194394,166375,192630,272029,179861,268723,178834,138952,168371,220469,131313,189832,362752,250828,220286,149448,161379,158506,184416,152130,179737,168884,203305,156512,143944,174140,174564,146035,249169,186012
329,176112,192312,172051,255682,250800,232190,194815,192226,163610,184244,269980,173283,265883,178566,136613,165977,216293,128296,183492,347598,246232,213403,149442,159387,154817,182644,141095,177167,162450,200756,156401,142923,170749,174548,145414,240474,184083
330,173941,184837,171268,254459,248290,229515,193269,190989,163324,182081,268463,171504,261312,177922,135669,165878,216099,125173,182594,344705,240145,208473,149151,152816,152657,178205,139894,165045,157736,200027,155746,142910,170741,174092,144727,236661,180687
331,170815,184026,170496,254224,236197,228760,193171,190223,160149,179007,262031,170202,259062,177298,135516,165554,215600,121243,179710,337012,240009,205061,146132,149637,152180,174572,139066,160124,156923,198205,155362,141738,170581,174073,141931,233554,179004
332,167195,182402,169678,249831,232224,220111,193078,189663,159221,174389,260788,169794,251202,176557,133186,165311,209387,119586,177870,325530,239561,202047,144762,147555,151146,172580,138023,160103,155909,192132,153299,140857,168163,172033,140492,229161,177365
333,165018,178811,166987,240440,225526,216802,193021,189340,158465,162779,246698,166398,247855,169811,132963,163930,196678,118085,177110,322034,232349,191606,144527,147423,149907,170279,134663,157517,154232,189668,153098,140109,167553,170165,140093,222024,175095
334,164819,178707,163109,236393,224155,216232,192452,188261,152905,151202,246235,165471,225652,168474,130734,160211,196252,114924,175763,316544,232172,187513,144446,147207,148276,167090,132861,156790,150169,186690,153087,139304,163491,170019,137539,216217,174466
335,164785,174802,162445,234675,222983,209592,190295,184741,152476,148881,240593,162671,224770,163848,127782,158851,193621,112980,175514,311395,229701,187459,140221,146515,144562,166783,130471,156520,149654,182675,153008,138135,161982,166787,136686,216038,174161
336,163370,171336,159843,234142,217746,208635,189914,175173,151475,142763,239729,156728,219045,160825,125643,158606,192477,112823,173848,310826,224822,186929,137145,145887,142074,165649,128889,155985,149069,181752,151290,137583,161539,166405,136281,214373,173048
337,159587,169723,155955,223885,216502,206098,185308,172244,151208,142268,238180,151620,213236,160790,124920,157911,191846,111987,169800,309533,222978,184382,134727,145091,141446,160787,123549,155552,147878,180407,147308,137515,159528,164995,134831,211319,170845
338,158549,166614,154096,222421,216093,204072,181181,165998,149096,140996,237952,149961,212062,160307,123857,155288,190990,111203,169217,289100,220095,182710,130831,142666,138864,155839,121917,154221,145404,179700,145868,137279,159149,156769,131458,211159,167851
339,158001,162611,152245,211867,212767,203761,180207,163464,147571,138378,236721,147518,207920,158295,121668,154696,188238,110402,162592,284139,216308,181151,128682,141468,138434,155023,121590,153188,142556,178056,144506,137226,156965,152578,130896,208855,163923
340,156257,162213,150175,211215,211913,202802,179436,162838,143906,137133,236386,141129,204044,155832,120980,154026,178429,108284,158055,280057,209495,178101,127251,140413,137468,154766,120868,152335,141384,177131,144235,136948,156532,151815,129811,208553,163727
341,149201,161226,149913,207908,211533,201130,178197,153452,142949,135409,233247,140605,195878,152312,118420,153792,176546,107216,157936,280024,206801,176527,126190,139282,134737,153711,120449,152241,139748,173309,144231,135331,156470,148216,127849,206497,161713
342,149082,158710,147926,205652,210875,200473,178177,153236,142548,135207,229350,140091,190620,149713,117651,150355,173918,106001,156700,270409,203608,175697,125151,138417,130517,152410,120046,150448,136594,171663,142829,134661,154670,145624,127379,205024,159825
343,147844,156032,144090,203602,199527,196014,176023,153061,141208,132518,228634,137641,189777,147024,116950,150085,173111,105257,155631,268870,201551,174231,124320,137015,130023,151025,116580,149736,136233,169611,141450,132619,153458,144638,127355,204163,158970
344,145132,155495,143447,201192,194055,194413,175807,152954,140921,132259,228167,136057,182523,146752,116098,149614,171229,104798,147865,264814,200767,174025,123624,135749,128749,149840,115287,149160,135983,169513,141389,131983,151865,143458,125345,202560,158020
345,143062,153151,141742,200847,189770,192570,174706,146186,140505,131291,227272,135690,180582,146071,116021,148820,160079,104639,147694,257036,193498,171903,122251,134416,128208,142032,114024,148227,133424,165244,141352,131789,151064,142906,124571,199514,156179
346,142447,152637,130753,195820,187000,192388,171449,145812,140092,130095,225132,133092,176891,145341,115615,145522,158360,104499,145616,249436,192332,171901,119872,133999,127069,141762,111849,147462,133312,160896,140878,131332,149519,142804,124433,199231,155042
347,142409,149740,130736,194399,186945,185338,170419,145466,139780,129470,222191,128042,171228,143212,113831,145018,157861,104459,145510,245081,190577,169103,118595,133362,126507,141616,111821,146531,133310,159338,139993,131210,145154,142774,123193,199201,153081
348,141293,148301,129494,194231,186821,176715,169301,144799,138946,127020,221421,124710,165782,142053,113625,143716,154409,103831,144514,240765,190430,166772,117821,133045,125566,141292,110489,146417,133066,157841,139261,129747,145126,139768,121060,195223,152133
349,140069,148057,128434,193879,184430,176670,169219,144609,133958,124363,219610,123680,164285,140570,111677,141391,153466,103631,144005,239664,185831,163541,112522,132101,123695,140333,110332,145290,128977,154035,138166,129314,145070,138447,120971,191267,150985
350,139028,144202,128240,191597,175317,176465,169156,141138,132320,122995,219517,123646,156143,138742,110284,139680,147308,103259,143656,238932,183996,162549,111848,132077,123043,139406,109482,143095,127689,152970,137292,127055,144036,137859,120820,188126,148498
351,137978,141042,125270,189955,171752,175808,165323,140771,131908,121946,216528,123553,152350,137703,110137,138075,146422,103001,142418,232164,182524,161369,111824,131592,122229,139193,108428,142979,126523,152507,137105,126541,141416,137404,119258,187845,147906
352,136164,136483,124493,189547,160958,174802,163242,140290,131428,120292,215984,123420,152116,137445,109385,137820,145094,102873,137253,220632,181222,155137,111184,128878,120322,138829,107587,142721,125160,152160,136889,126187,140934,132710,118014,187791,147613
353,135695,135470,122259,189344,160654,174578,162598,139288,130868,119284,212875,123352,149885,135462,108210,136979,144910,101849,136875,220128,180662,151958,110734,128490,120013,136545,107390,142540,124175,150526,136685,124158,140883,132660,117870,182605,144437
354,135532,134744,122001,187472,152649,169185,158859,135771,129888,118899,210006,122411,145580,134148,107447,136606,144744,100668,136669,218370,180384,150706,110156,127053,119114,134019,105856,142411,119263,150194,134364,123908,137713,132439,117394,176746,143730
355,134715,134510,120608,187329,152561,165319,156595,133699,127969,116657,209484,121770,140853,133024,107413,136454,142895,100357,132879,216795,179696,147671,109670,126320,118273,133700,105530,140913,119119,149286,134109,122597,137673,131252,117221,176298,143579
356,134193,133745,120544,186350,149091,162689,153132,133073,127020,116258,207323,119746,139552,131043,103350,135811,140831,99989,131444,216605,179647,147281,109413,125557,117971,133626,104994,140646,117754,148767,132625,122120,135778,129557,115519,175697,143408
357,133814,133105,118705,183916,148359,161851,150960,133047,127015,115768,204314,118753,135258,126699,103021,134883,139926,99928,131320,215775,177961,146659,108872,124780,117017,132834,103594,139194,116697,148724,130284,120375,135325,128788,113951,172376,142320
358,132116,132282,117809,182530,146380,160700,148949,130729,126380,115073,203246,115782,134272,126674,102958,134153,139236,99591,129409,210205,177099,145728,108174,124637,114951,131449,102926,138262,116518,147380,128666,118730,133860,127996,113197,168468,142112
359,130880,130767,117284,182055,144160,160482,147029,130716,122607,112859,202706,115485,134163,126159,102047,133676,138858,98960,129132,204833,175291,142102,107091,122344,111971,131239,102834,136249,115943,145555,127774,117592,132994,125918,112101,167720,140728
360,130624,130360,112601,181114,143243,160186,146897,130644,122525,111564,199985,115123,134056,125706,100587,133321,138124,98337,129075,203820,174504,141795,105793,122032,111857,131205,102522,132786,113611,143179,127751,117571,132247,125040,111834,166728,138573
361,130613,130017,112525,174972,142924,157304,146861,129744,119634,111299,197470,114847,130220,124994,99450,132277,138099,97662,127133,201803,174070,140159,104449,120075,111258,130078,102485,131783,113298,142871,126428,115222,130338,123432,111037,165918,138323
362,128835,128263,112338,173310,142378,156808,146444,128905,119450,110657,194527,113854,129487,124810,99356,131431,136398,97466,124445,200372,171913,138708,103680,118902,110752,129013,102174,129856,109877,142845,125757,114969,130190,121431,110644,162382,138083
363,125077,128132,111602,171485,140629,155472,144143,126847,118980,110481,193765,113300,127708,123840,99318,129936,135737,96622,122821,199362,171808,138693,102756,118795,110328,128310,101609,127286,109823,142426,125495,114029,129765,118655,109862,162243,137740
364,123710,127960,109853,167268,140620,153144,142610,125173,118475,110008,187538,112713,127708,123822,99227,129797,135323,96428,122733,198704,162591,135838,102459,117430,109829,127719,101181,125188,107414,140881,121592,113448,128744,118655,108709,158828,137266
365,121793,122318,109654,166035,140511,152712,139758,124547,117800,109872,185864,112494,126747,123548,98127,129238,135241,96267,121527,196253,162280,134371,101500,116959,108472,127157,101063,124053,107351,139462,120028,113448,127367,117188,108238,157546,137232
366,118243,122135,109624,165835,134252,150360,134571,123618,115808,109735,184370,112343,126635,122806,97978,128207,132699,96212,120038,193973,160070,133546,101281,113208,108067,126911,99087,123720,106886,136329,120016,111601,127267,116252,108081,156450,133465
367,117776,121831,109188,164272,133170,147664,133766,122685,115597,107207,181469,112290,125144,122515,97653,127833,131620,95033,119925,193715,158382,133286,101264,112537,106454,124646,98794,123007,104785,136116,118517,109891,126308,114101,107683,156147,132463
368,116097,121251,108637,164246,132585,146112,132549,122494,115501,105737,175852,112278,121309,120975,96946,126387,128942,94961,119806,191994,158181,133117,101226,111282,106137,122668,97710,122801,104170,136072,116817,108985,126140,112425,105184,154243,131171
369,115295,120681,108631,163434,131509,145135,130685,121241,115422,105489,174111,111511,120940,120862,96273,120548,127264,94914,119557,190548,157414,132667,101018,109784,105148,121556,97652,122682,104154,134859,116518,108613,125848,111658,104987,153126,129501
370,114466,120346,107788,161628,127179,144292,127784,119326,114463,105142,172656,111384,120268,120488,96210,119814,126858,94821,119454,190501,153903,130195,100943,109369,103842,121218,97051,122247,103106,133802,116418,108428,125503,111401,104148,152470,128792
371,112516,119238,107680,161484,127060,144011,127533,119239,111058,104770,172045,110237,119647,116836,96206,119358,125573,94503,118644,188041,153886,130070,100589,106637,103268,119681,95920,121646,103097,129994,116167,107728,124299,110219,103764,151930,128503
372,112127,119112,107504,161473,124476,141951,122741,117996,110978,104503,171632,110133,119183,116042,95610,118469,125534,94354,118484,184623,153843,129334,99306,106137,102935,119024,95807,119694,102701,129840,115834,107662,124071,110103,103646,150812,127121
373,111349,117999,106319,159003,124198,141841,121719,117646,110647,103909,171401,109428,119117,115423,94556,118061,123686,94055,118321,182856,152097,128884,98542,105158,102776,118245,95805,119566,101481,128235,114898,106776,123005,109201,103469,150571,126591
374,111040,117452,105729,157631,123049,141052,120518,115345,109913,102446,170505,109134,118905,115206,93837,117748,122895,94054,118018,181914,150124,127750,98395,104738,102182,116997,95216,118476,101046,126213,114522,106248,122474,108139,103418,149506,124991
375,110467,117383,104890,157616,122226,140963,117783,114439,109735,102303,170042,108644,114416,113862,93660,116830,122862,93814,116788,181659,149715,127188,98107,103054,101620,115200,94045,118272,100988,125665,113758,105618,120332,107779,102697,148076,122382
376,110429,117298,104303,154562,121795,140166,116886,112742,109573,101920,168867,107974,113974,112806,93298,115487,122769,93046,116347,177107,148971,125947,98095,102840,101351,115085,93677,115794,100831,124536,113097,105541,119179,106173,102252,146134,122185
377,110358,116521,102556,154229,121458,139991,116868,112618,109177,101818,167536,107848,113613,112276,93274,114627,122023,92783,113573,176027,148446,124478,97130,101929,100858,114332,92966,115481,99933,123635,112044,104907,118638,106109,101913,145047,121900
378,108945,115981,102238,153672,121155,139513,115277,112069,109109,100729,166451,106193,112815,110402,93131,113891,121279,92717,112355,173589,147973,124419,95473,101423,100499,114172,92907,115324,99917,122654,110832,104735,116951,105677,101695,142694,119387
379,106309,115486,101962,152288,121007,138122,115043,111578,108206,100633,166142,106152,112759,109978,92374,112433,120065,91632,112269,173562,146369,124227,95302,101085,99800,112646,92751,111489,99411,122324,110449,104138,114566,104505,101202,142652,117859
380,105863,114959,101031,150912,120297,137594,114941,111498,107751,100453,165922,106090,111778,108579,92236,112258,120039,91550,112196,173346,145059,121390,94563,100727,98281,111991,92654,110849,98267,119286,110383,104003,113258,102964,101121,140840,117476
381,105672,114267,99625,148312,120055,135068,112801,110134,106743,100234,165481,105574,111527,106403,92167,111967,119831,91461,111641,172787,144693,119011,93675,100570,97603,111722,92272,109838,97741,118945,110029,103673,112181,102721,100996,140123,116446
382,105639,111941,97973,148270,116651,133811,112572,110090,105560,100119,164669,104661,110571,104859,91704,111750,119643,91063,111239,172613,144067,118695,93568,100434,97524,111517,91752,109393,96893,118159,108557,103613,108986,102676,100895,138199,116158
383,104402,111296,97849,146791,115978,133639,111889,109088,105546,100086,164322,103944,110391,104802,91658,111010,118881,89233,109249,172076,143891,118205,92548,100203,97334,111166,90678,108807,95902,117938,108158,103383,107997,102192,100712,137507,115888
384,104223,111051,97324,146007,110755,131855,111885,109078,104778,100000,163751,103330,109663,104732,91151,110936,117946,88800,108606,168211,143558,117540,91816,100173,96889,110914,90505,108510,95758,117804,107704,103320,107711,101882,99466,137347,113100
385,103782,110971,97310,144454,109664,131313,110921,108288,104610,99959,162158,103014,104779,104294,90534,110756,117472,88605,108247,165508,142098,117396,91570,99089,96840,110381,90328,108065,95664,117124,107501,102788,107572,101015,99376,137052,111620
386,103698,109429,95678,144079,109225,129976,108307,108217,104177,99897,161278,102480,103816,104093,90455,110461,117154,88403,108179,164145,142037,116993,91284,97954,96528,110193,90099,107589,95436,116892,107415,102071,107207,100356,98264,136076,111301
387,103390,107809,95640,142108,108412,129685,108033,107244,103107,98838,159017,101700,103592,103599,89506,110175,115625,88196,107955,156812,140529,115864,90493,97808,96215,109544,90099,107204,94683,116751,105938,101814,106654,99968,98032,135927,109468
388,102890,107416,95047,140653,106851,126235,107637,107217,102939,98418,158201,101464,101196,103419,88788,108831,115192,86855,107653,155572,139339,115364,89225,97067,95092,108910,89553,106188,94517,116364,105644,101460,106538,98942,97940,135883,108700
389,102511,106645,94531,138067,106613,125103,107276,106534,102116,98042,156291,101033,100994,103266,88262,108732,115113,86551,106387,153912,138344,114746,88967,97011,93367,108471,88907,105944,92377,116090,105410,101142,106067,97735,97815,134026,108240
390,102144,104065,94478,137764,105158,124996,106727,105866,101354,97949,152276,100813,100690,102457,87941,108379,114997,86550,105425,153707,137967,114640,88255,96463,93138,108458,88660,105430,92187,115448,105140,100963,105467,97273,95751,131913,107715
391,101423,103980,93877,136449,105117,124055,106654,105093,101194,96907,152007,100493,100270,101966,86832,107953,114498,86103,105409,153587,137794,113783,88138,96267,92770,108233,88531,105311,92013,115067,104011,100924,105191,97216,95648,131839,107707
392,100831,102862,93432,134996,104962,123064,106236,104868,101091,96789,151356,100258,98990,101587,86809,107406,114122,85781,105275,151404,137646,112909,88015,95669,92599,108112,88194,105017,90852,114130,103627,100839,104666,95242,95448,130067,105505
393,100212,102840,93311,134957,104614,120258,106229,104505,100850,96402,148313,99950,96927,101327,86623,107313,113329,85363,104756,149998,137294,112774,87627,94657,92572,107735,88112,104435,90699,113591,103350,98296,104627,95161,90655,129695,104548
394,100161,102734,93098,134822,102133,119817,106059,103054,100274,95359,145068,99498,96898,101321,86458,105750,111160,85250,104640,149142,136811,112245,86700,94355,92411,106422,87230,104342,90055,113394,102656,97939,104210,93934,90378,128291,103547
395,99897,102077,93014,134335,101482,119390,105489,101641,99993,95174,144863,99050,96771,101196,86304,105457,110766,85002,104613,148937,136763,111570,86646,94305,92207,105737,87124,104292,89514,112880,102558,97056,104128,92448,90272,127224,103312
396,99086,102062,92419,134158,101392,119181,104945,101578,99494,95115,143705,98675,95918,100409,86146,103677,110510,84954,104610,147683,136454,111446,85661,93386,92132,105725,87023,104117,89441,111138,101973,96785,104112,92198,90204,124752,102973
